Lintang,Bujur,Tinggi_Ortometrik,FAA
-8.93952,113.44875,-1868.913,-85.09275
-6.42182,109.40093,-46.733,-85.0228
-7.10298,113.73946,111,-83.65054
-7.80421,112.09347,104,-83.46942
-7.17715,105.96793,-2307.653,-83.4035
-7.38368,112.20048,78,-82.59012
-8.61036,112.41169,-787.564,-82.38907
-7.86508,112.07436,128,-82.30729
-7.36141,114.65669,-91.545,-81.61177
-7.26739,111.40835,93,-81.14358
-7.19358,105.67236,-1975.121,-81.09455
-7.28013,106.08054,-2236.059,-80.47206
-6.61846,113.60454,-50.45,-80.41356
-7.29083,106.07714,-2225.635,-80.34309
-7.88476,108.80074,-75.638,-79.89139
-7.88629,111.49852,114,-79.58189
-7.26942,106.08393,-2252.772,-79.42133
-7.5628,112.88263,-10.762,-79.20192
-7.3407,112.38053,49,-79.09449
-7.2587,106.08733,-2266.082,-78.50266
-7.89558,113.2056,115,-77.46349
-7.37208,114.65336,-89.734,-77.32234
-6.13585,111.05262,-53.441,-77.26218
-7.57059,112.16686,46,-76.88347
-7.37568,112.08538,139,-76.73774
-7.24795,106.09073,-2272.586,-76.46506
-7.35068,114.66003,-96.302,-76.2834
-7.16711,105.97111,-2278.305,-76.12639
-6.62858,113.6014,-52.753,-75.84706
-6.43176,109.39781,-48.392,-75.80088
-7.26584,111.40896,101,-74.93305
-7.55208,112.88597,-7.327,-74.55654
-7.18378,105.67548,-1909.621,-74.55232
-7.91637,114.48312,-147.206,-73.84145
-7.23719,106.09415,-2273.295,-73.81314
-7.56348,113.453,-61.264,-73.7076
-8.9931,113.43304,-2030.992,-73.66195
-7.57353,112.87927,-15.22,-72.8611
-7.52486,113.46514,-67.559,-72.69214
-7.9061,114.48631,-176.987,-72.59106
-7.12393,105.83916,-1890.962,-72.3516
-6.79296,110.42057,-19.307,-71.07474
-5.99137,105.1078,-912.715,-70.44575
-7.22644,106.09757,-2266.645,-70.25871
-7.26419,113.83141,-15.706,-69.94553
-7.87631,111.50161,118,-69.92698
-7.75745,113.10668,33,-68.9602
-7.56899,113.16564,-23.698,-68.15981
-7.15709,105.97428,-2260.226,-67.9669
-7.74704,109.26965,-30.545,-67.90337
-7.3012,112.5371,14,-67.71352
-6.23129,105.10297,-970,-67.64315
-6.12565,111.05578,-52.287,-67.44673
-7.17396,105.6786,-1770.672,-67.28589
-7.27374,113.82843,-22.864,-67.17259
-6.74831,111.00267,45,-67.14809
-6.67675,113.30143,-54.776,-66.7567
-7.36547,112.08858,103,-66.58393
-7.38596,112.08221,162,-66.50065
-7.89587,114.48951,-197.526,-66.23415
-7.54137,112.8893,-6.639,-66.18218
-7.21572,106.10098,-2258.15,-66.18005
-7.7184,113.11892,-1.349,-65.92016
-7.33076,113.80934,-46.781,-65.83043
-6.47213,110.80499,64,-65.76733
-7.40244,112.25926,47,-65.09343
-8.76301,113.82583,-930.72,-64.96123
-7.14662,105.39696,-1377.356,-64.8577
-6.71743,113.28878,-49.607,-64.85
-7.61611,112.86597,5,-64.68547
-7.57887,113.16254,-22.534,-64.50301
-9.01238,112.99933,-1853.885,-64.39694
-7.87538,112.07116,138,-64.10436
-7.53666,113.31796,-56.035,-63.21132
-7.38271,114.65002,-90.686,-63.01953
-7.20499,106.10437,-2248.63,-62.59205
-9.10488,114.2544,-2849.486,-62.37001
-7.28343,113.82544,-31.852,-62.10007
-7.0033,113.77062,182,-61.64883
-7.25465,113.83441,-11.014,-61.62984
-6.11546,111.05896,-51.934,-61.58547
-6.92079,109.81288,67,-61.46967
-7.55911,113.16871,-26.109,-61.39576
-9.09394,114.25753,-2767.139,-61.23627
-7.52627,113.32121,-58.181,-60.75127
-7.58424,112.87592,-21.542,-60.44502
-7.69216,113.26932,-22.097,-60.39318
-6.84178,110.40521,-19.976,-60.26333
-9.24706,114.21321,-3802.149,-60.26255
-7.11334,105.84252,-1822.448,-59.93089
-7.16416,105.68172,-1709.15,-59.89821
-7.68181,113.27256,-20.968,-59.68905
-6.98673,105.30183,-280.486,-59.61017
-7.92664,114.47989,-130.584,-59.60405
-7.14707,105.97747,-2230.71,-59.36584
-9.23623,114.21639,-3764.88,-59.20783
-7.53068,112.89264,-5.854,-59.03017
-7.39687,110.80005,153,-58.766
-7.36308,111.09438,72,-58.75794
-6.44171,109.39467,-47.853,-58.65063
-6.88691,110.64597,8,-58.5834
-7.51523,113.46814,-69.221,-58.56292
-7.5111,110.90594,88,-58.49388
-6.18717,111.03661,-56.369,-58.33959
-7.52123,110.90276,96,-58.18824
-7.67959,112.84608,29,-58.1793
-7.19427,106.10776,-2250.461,-58.12052
-7.66891,112.8494,25,-58.01882
-7.33067,112.38366,33,-57.9952
-6.8985,110.68271,5,-57.99033
-6.79847,109.2832,-14.722,-57.68332
-7.65478,113.85178,-46.622,-57.63807
-7.58878,113.15943,-20.824,-57.56942
-7.50096,110.90911,85,-57.55882
-7.87477,108.80386,-77.688,-57.06506
-7.70252,113.26607,-22.707,-56.87529
-7.41106,113.215,-44.361,-56.53562
-6.75755,110.99979,48,-56.42926
-7.38688,110.80317,144,-56.39696
-7.53138,110.89955,95,-56.36362
-7.54704,113.31472,-52.724,-56.36205
-8.58148,112.42075,-718.861,-56.33921
-7.42097,113.21194,-40.54,-56.07151
-7.49081,110.9123,84,-55.97479
-7.62667,112.86264,8,-55.78887
-7.40689,110.7969,155,-55.65088
-7.69029,112.84277,35,-55.51295
-6.54446,111.06658,1,-55.40748
-7.51588,113.32447,-58.819,-54.58982
-7.91879,112.19863,417,-54.58098
-7.65831,112.85271,22,-54.57742
-7.29055,112.54041,11,-54.31008
-7.57326,113.44995,-60.298,-54.23741
-7.48064,110.91549,84,-54.13216
-7.67145,113.27581,-22.508,-54.12628
-7.51999,112.89599,-6.782,-54.04249
-9.22537,114.21957,-3728.174,-53.21054
-7.46038,110.92187,79,-53.11159
-7.88559,114.49274,-196.37,-53.10218
-7.56069,112.16993,45,-53.0976
-7.18356,106.11114,-2241.267,-52.98372
-6.66156,114.30399,-76.514,-52.94391
-7.47051,110.91868,81,-52.90182
-6.60835,113.60769,-48.445,-52.89938
-7.81517,113.23079,36,-52.84829
-7.3053,111.39661,101,-52.73328
-7.919,112.19858,417,-52.6679
-7.80504,113.23396,30,-52.64248
-7.2931,113.82239,-35.192,-52.56615
-7.67667,111.99101,52,-52.36667
-6.83203,110.40827,-19.627,-52.32612
-7.44625,113.77451,-56.805,-52.24799
-6.78843,109.28634,-17.065,-51.9327
-7.64775,112.85602,18,-51.93058
-6.90069,110.38678,-10.282,-51.90194
-6.1053,111.06216,-51.957,-51.71516
-7.70102,112.83947,44,-51.66182
-6.73907,111.00558,41,-51.56941
-7.54925,113.17181,-29.927,-51.51353
-7.63721,112.85932,12,-51.45807
-6.55359,111.06372,1,-51.36419
-7.20945,111.56953,33,-51.35488
-6.69119,105.10538,-378.458,-51.29246
-7.15439,105.68484,-1649.335,-51.20732
-6.88978,110.65518,5,-51.00758
-9.25788,114.21002,-3839.886,-50.79556
-7.41689,110.79376,155,-50.74889
-7.37693,110.80627,132,-50.58515
-6.91055,110.38368,-10,-50.13872
-7.33674,113.0955,-38.688,-50.0746
-7.34686,113.09233,-43.26,-50.0449
-7.33996,114.66336,-104.764,-49.98466
-7.54157,110.89637,99,-49.97452
-7.37264,113.36927,-51.834,-49.96278
-6.53525,111.06947,1,-49.89653
-6.22127,105.10611,-932.837,-49.85617
-7.13707,105.98065,-2169.213,-49.70912
-7.38052,112.19053,79,-49.42291
-7.53847,112.74786,2,-49.26744
-7.50566,113.47112,-70.55,-49.23334
-7.40115,113.2181,-46.603,-49.10362
-6.80278,110.41749,-19.144,-49.05027
-6.78311,110.42363,-19.477,-48.96145
-7.33158,113.23987,-38.069,-48.93822
-6.90039,110.81375,6,-48.91938
-7.48773,111.48236,48,-48.85492
-7.3828,113.36608,-53.185,-48.8353
-7.32144,113.8126,-45.664,-48.78751
-6.88403,110.63682,7,-48.6377
-7.47747,111.48558,50,-48.61246
-7.66107,113.27906,-28.184,-48.59708
-7.66611,111.99432,53,-48.5343
-7.01278,110.77864,17,-48.29594
-7.43089,113.20885,-38.484,-48.18505
-7.3151,112.10433,78,-48.17368
-7.59871,113.15632,-19.971,-48.06976
-7.52855,112.75097,0,-48.06506
-7.49798,111.47915,48,-47.92172
-7.16777,111.58216,29,-47.79269
-7.10274,105.84588,-1795.79,-47.61848
-7.46719,111.48881,53,-47.58089
-7.36248,113.37246,-51.449,-47.57644
-7.24508,113.83738,-6.838,-47.55271
-7.50929,112.89934,-7.264,-47.50191
-7.35697,113.08919,-43.095,-47.19899
-6.63872,113.59824,-52.046,-47.12536
-6.62276,110.19055,-45.834,-47.11438
-6.63274,110.18745,-46.201,-47.07683
-8.61986,112.40863,-808.447,-46.79022
-6.77325,110.42671,-19.384,-46.71784
-9.21449,114.22275,-3669.929,-46.61851
-7.41543,113.64195,-42.273,-46.53249
-7.17288,106.11452,-2225.581,-46.38671
-7.55741,113.31148,-49.474,-46.28875
-6.19733,111.03344,-56.227,-46.12632
-6.92037,110.3806,-8.643,-46.03984
-6.85155,110.40214,-18.426,-46.00268
-7.45689,111.49204,58,-45.92698
-7.42613,113.63863,-48.803,-45.78846
-7.02317,110.77538,18,-45.73888
-6.29405,111.4513,-44.586,-45.63728
-6.90144,110.69204,6,-45.56634
-7.4048,113.64527,-36.823,-45.45572
-7.32663,113.09869,-38.115,-45.4226
-6.80851,109.28006,-10.663,-45.41303
-7.28101,111.26214,110,-45.28205
-6.09517,111.06532,-51.789,-45.22731
-7.93692,114.47666,-67.617,-45.19711
-7.50828,111.47591,50,-45.16264
-7.29078,111.25907,120,-45.08495
-6.76338,110.42979,-18.97,-45.0641
-7.88561,112.06797,140,-44.95842
-7.43683,113.63527,-52.361,-44.94125
-8.15409,111.98356,98,-44.91632
-7.7117,112.83611,48,-44.6451
-7.42693,110.79063,160,-44.63517
-6.20865,111.18307,-53.432,-44.57325
-7.39629,112.07892,181,-44.46002
-7.30269,113.81927,-38.525,-44.29964
-6.37836,110.97695,-12.567,-44.06078
-7.79487,113.23716,27,-43.97257
-6.76797,110.85523,62,-43.865
-7.40555,112.26907,39,-43.67109
-7.44658,111.49527,60,-43.58013
-7.34149,113.23677,-39.153,-43.4076
-7.49614,113.47407,-70.457,-43.3852
-7.44757,113.63189,-57.076,-43.38241
-7.4788,112.76652,0,-43.35911
-7.65369,113.85217,-45.8,-43.25887
-7.21982,111.56629,44,-43.2549
-7.39423,113.64855,-29.947,-43.22514
-7.36698,110.8094,122,-42.95531
-7.13704,105.4,-1198.724,-42.91797
-7.55179,110.89318,100,-42.88092
-7.82531,113.22763,42,-42.84419
-7.5055,113.32771,-59.656,-42.787
-7.36707,113.08606,-41.116,-42.78399
-6.77839,109.28949,-21.833,-42.77204
-7.65068,113.28231,-31.783,-42.71986
-7.46884,112.76963,1,-42.56799
-6.97889,113.065,134,-42.36319
-7.45834,113.62852,-60.764,-42.2939
-7.19906,111.57274,40,-42.14319
-7.0306,109.92051,348,-42.03202
-6.89852,110.67174,5,-42.00585
-7.39332,114.6467,-92.844,-41.99965
-7.30052,111.25603,126,-41.99482
-7.48667,113.47704,-67.693,-41.81049
-7.71286,113.26284,-22.33,-41.73887
-8.61617,112.2671,-642.969,-41.70235
-7.60552,112.86928,1,-41.66801
-7.48672,110.77186,131,-41.63189
-7.4691,113.62517,-62.472,-41.5773
-7.57581,111.88039,62,-41.48623
-6.15053,105.12835,-904.536,-41.47212
-6.8908,110.38989,-12.034,-41.46914
-7.47672,110.77501,125,-41.4651
-8.91865,113.88356,-2108.926,-41.46468
-7.35233,113.37563,-52.002,-41.40763
-7.49953,111.90425,75,-41.37383
-7.58533,111.87738,61,-41.30718
-6.75352,110.43285,-19.755,-41.3055
-7.15716,111.58516,31,-41.28989
-7.49861,112.9027,-8.03,-41.28442
-6.38839,110.97381,-16.768,-41.27733
-7.39296,113.36291,-55.195,-41.24466
-7.46774,113.48295,-62.48,-41.24181
-7.14464,105.68794,-1552.252,-41.23774
-7.47722,113.47997,-64.615,-41.20398
-7.32169,113.24295,-42.19,-41.15185
-7.48991,111.90728,85,-41.11844
-9.083,114.26065,-2714.461,-41.10907
-7.60867,113.15321,-17.8,-40.96605
-6.93016,110.37756,-8,-40.90985
-7.51862,111.47267,51,-40.82147
-6.89027,110.81692,6,-40.80325
-7.47987,113.6218,-63.1,-40.73188
-7.04104,109.91726,470,-40.66603
-7.56627,111.88337,60,-40.61749
-6.51827,109.48725,-41.122,-40.59576
-7.53938,113.1749,-31.868,-40.45625
-9.2036,114.22592,-3601.458,-40.31493
-7.31212,113.81591,-41.294,-40.27813
-6.56269,111.06087,3,-40.24237
-6.45172,109.39155,-46.757,-40.2357
-6.96516,112.7842,-1.852,-40.22747
-7.48877,112.76338,1,-40.19104
-8.00235,112.74494,552,-40.15288
-7.43626,111.4985,65,-40.0935
-6.72873,111.7199,-3.751,-39.95184
-7.3837,113.65186,-29.677,-39.87931
-7.59484,112.86512,-2.969,-39.82811
-7.54836,112.74476,4,-39.5769
-7.64029,113.28556,-36.157,-39.51152
-6.29697,111.46048,-44.91,-39.48796
-6.74367,110.43593,-21.324,-39.45575
-7.12707,105.98383,-2111.965,-39.45168
-7.48026,111.91029,92,-39.43124
-7.46679,110.7781,124,-39.38076
-7.43699,110.78747,159,-39.36697
-7.49678,110.76871,115,-39.29461
-7.45826,113.48591,-60.695,-39.13283
-7.59477,111.8744,59,-39.11325
-6.66909,109.32361,-34.836,-38.80956
-6.86132,110.39909,-17.083,-38.77488
-7.44519,112.91944,-7.087,-38.76359
-7.45231,114.48568,-106.138,-38.64055
-7.48793,112.90605,-8.387,-38.53479
-7.46781,113.05461,-26.553,-38.46796
-7.4408,113.20576,-34.221,-38.36813
-7.13374,111.41841,97,-38.35691
-7.43455,112.92275,-7.89,-38.33443
-7.16222,106.11791,-2198.451,-38.31569
-7.39768,111.22556,79,-38.26774
-7.45586,112.9161,-6.712,-38.22979
-7.4075,111.22247,85,-38.22937
-6.96906,110.36537,1,-38.14559
-6.52599,111.07237,-9.425,-38.06019
-7.50913,111.90123,72,-37.84324
-7.87527,114.49597,-199.523,-37.83969
-6.36835,110.98007,-13.958,-37.80514
-6.9594,110.3684,1,-37.74435
-7.89638,111.49531,109,-37.73889
-7.2712,111.26521,133,-37.7178
-7.32068,112.38681,36,-37.69369
-7.31143,112.8188,1,-37.66298
-7.30164,112.82187,0,-37.58332
-7.5186,112.75405,1,-37.55395
-9.26872,114.2068,-3888.98,-37.49078
-6.73377,110.43904,-23.15,-37.4812
-6.14029,105.13156,-910.343,-37.45079
-7.45893,112.77273,1,-37.43332
-7.39619,112.23975,51,-37.35678
-7.45692,110.7812,126,-37.21147
-7.47723,112.90941,-8.861,-37.09833
-7.44153,114.48903,-107.057,-37.0364
-7.37715,113.08291,-39.988,-37.03445
-7.44881,113.48888,-59.841,-37.02338
-6.08503,111.06847,-51.827,-36.91481
-7.46654,112.91276,-7.858,-36.89002
-7.62991,113.28881,-38.148,-36.88497
-7.31649,113.10189,-37.854,-36.83155
-7.55675,111.88634,61,-36.70624
-6.98952,113.06173,129,-36.62871
-7.45764,113.05779,-24.621,-36.61833
-7.66828,113.09719,-4.033,-36.5995
-6.73193,114.28209,-66.32,-36.52056
-6.16075,105.12514,-890.403,-36.42606
-6.61282,110.19368,-45.328,-36.39925
-6.38006,112.53901,-59.594,-36.39118
-6.76676,110.99691,36,-36.38624
-7.68744,113.15797,-9.903,-36.38456
-6.6789,109.32055,-34.247,-36.30554
-7.56778,113.30824,-43.359,-36.27268
-7.72219,112.83276,59,-36.22538
-7.44702,110.78432,130,-36.19228
-6.73922,111.71662,-2.634,-36.18696
-7.65678,112.71085,153,-36.15798
-6.77912,114.12521,-54.891,-36.04192
-7.66509,113.08713,-6.969,-35.91863
-7.42394,112.92605,-6.607,-35.85616
-6.21126,105.10927,-924.019,-35.82977
-6.90988,109.8163,13,-35.75931
-6.47738,112.65043,-54.783,-35.64965
-7.42049,113.49774,-59.012,-35.56574
-7.43934,113.49186,-59.135,-35.55636
-7.56202,110.88997,101,-35.54697
-6.75752,110.85848,85,-35.53705
-7.6042,111.87143,62,-35.39709
-6.41349,111.53339,-43.217,-35.38627
-9.11586,114.25124,-2925.417,-35.37697
-6.89268,110.66436,5,-35.35208
-7.37309,113.65518,-31.202,-35.34229
-6.46754,112.65349,-55.062,-35.32066
-7.49872,112.76027,0,-35.24691
-6.93996,110.3745,-5.5,-35.22428
-7.09215,105.84923,-1736.261,-35.19118
-7.45592,111.63352,82,-35.11252
-7.41104,113.50072,-59.203,-35.08983
-6.98667,109.64988,21,-35.06211
-7.50865,112.75716,0,-35.04241
-8.06473,113.29609,104,-35.03219
-7.11422,113.73608,14,-35.0201
-7.4299,113.4948,-58.87,-34.982
-7.64695,112.71392,133,-34.96621
-7.00243,110.78188,15,-34.90678
-8.92826,113.88054,-2146.88,-34.87244
-7.68424,113.14779,-9.881,-34.86033
-6.96829,113.06831,112,-34.85138
-7.61866,113.15008,-16.406,-34.71541
-8.07502,113.29281,75,-34.69128
-7.59491,112.8726,-11.022,-34.65788
-7.50682,110.76558,121,-34.64799
-6.9753,112.78103,-2.942,-34.64183
-6.80209,110.13452,-11.151,-34.61031
-7.61955,113.29207,-40.481,-34.58231
-6.89557,110.67348,5,-34.37115
-7.47064,111.9133,110,-34.33548
-7.41732,111.21939,105,-34.15392
-6.47766,109.24106,-33.4,-34.15286
-7.52904,111.46941,54,-34.14423
-7.46125,111.34773,78,-34.14033
-7.40311,113.35974,-56.629,-34.13764
-6.76761,114.12882,-56.794,-34.13643
-7.86637,111.50467,127,-34.09932
-6.7784,110.85198,46,-34.02159
-7.66192,113.07708,-7.134,-34.02156
-7.03354,110.77213,15,-33.99988
-7.51868,111.89825,67,-33.85732
-6.96961,110.64949,6,-33.7348
-7.3912,113.22121,-47.73,-33.73263
-7.35701,110.81254,140,-33.6906
-7.46583,111.63042,78,-33.68888
-7.42594,111.50174,67,-33.67428
-7.47151,111.34453,83,-33.57246
-9.19272,114.22911,-3560.188,-33.40073
-7.28,112.54372,9,-33.33938
-7.54725,111.88929,59,-33.31486
-6.51532,109.47802,-40.631,-33.17966
-7.40153,113.5037,-58.404,-33.13488
-6.99633,109.64685,28,-33.12802
-8.6263,112.26395,-673.353,-33.11403
-7.65557,113.05698,7.47,-33.10376
-6.46726,109.2443,-31.304,-33.08552
-7.35143,113.23366,-51.062,-33.02605
-6.81203,110.13141,-9.132,-32.99449
-7.49515,113.33096,-61.324,-32.96419
-7.85079,112.22,320,-32.92586
-6.87109,110.39605,-15,-32.91595
-7.59659,111.58942,66,-32.77623
-7.65241,113.04697,8.425,-32.64485
-6.79216,110.13762,-14.795,-32.6208
-6.72987,111.00846,44,-32.60637
-7.454,113.34384,-59.395,-32.6029
-7.49992,113.18726,-9.916,-32.54081
-7.58652,111.59257,63,-32.52438
-7.52953,113.17797,-31.943,-32.47535
-7.67145,113.10728,-2.257,-32.44077
-7.44755,113.06094,-24.295,-32.37419
-6.42363,111.53023,-43.432,-32.31673
-7.41336,112.92935,-5.885,-32.21784
-7.34218,113.3788,-52.822,-32.16311
-7.57643,111.59573,61,-32.13979
-7.65875,113.06703,-1.109,-32.12727
-7.49005,113.19033,-5.785,-32.10042
-7.32124,112.81573,2,-32.0852
-7.66658,112.70779,175,-31.99218
-7.55607,111.60213,61,-31.98809
-6.88113,110.62774,6,-31.98135
-5.99427,105.11687,-911.967,-31.96469
-6.8809,110.39299,-13.041,-31.94959
-7.55064,112.17307,43,-31.94379
-7.28692,112.96888,-3.528,-31.91715
-7.56627,111.59893,60,-31.85754
-7.55635,112.74387,3,-31.81515
-8.90906,113.88657,-2070.939,-31.72627
-7.58307,113.44688,-60.186,-31.69453
-7.44905,112.77582,0,-31.66439
-7.23545,113.84036,-8.235,-31.54404
-6.79058,114.12165,-46.233,-31.53341
-7.44379,113.34704,-56.779,-31.48682
-7.5282,111.89527,62,-31.4607
-7.60917,113.29531,-42.541,-31.36855
