Lintang,Bujur,Tinggi_Ortometrik,FAA
-6.15227,106.34636,31.700,69.11986
-6.15223,106.39457,26.600,67.47595
-6.14632,106.44178,30.600,71.91444
-6.14114,106.48711,31.200,70.32905
-6.14666,106.52993,31.200,68.42317
-6.15182,106.57318,30.000,52.14361
-6.14631,106.61879,29.500,48.92500
-6.14659,106.66710,25.100,53.49108
-6.14421,106.71369,21.700,58.87695
-6.10097,106.09227,84.800,85.64600
-6.10000,106.12720,47.000,73.81355
-6.10474,106.16970,34.700,65.70551
-6.09971,106.21716,25.700,66.69250
-6.10179,106.26239,26.200,68.78727
-6.10465,106.31063,28.200,65.68029
-6.10213,106.35297,22.000,66.79399
-6.10107,106.39503,25.100,68.83134
-6.10321,106.44619,20.600,69.09115
-6.10291,106.48582,23.400,70.17140
-6.10126,106.52363,24.500,67.74247
-6.09419,106.56783,24.800,63.07970
-6.10225,106.61252,23.100,57.57134
-6.10078,106.66746,22.900,57.74759
-6.10050,106.70811,20.000,61.66752
-6.05829,106.08115,46.000,81.46648
-6.05976,106.12719,23.000,74.56721
-6.06115,106.17438,22.300,71.23477
-6.05438,106.20743,20.000,68.39267
-6.06171,106.26263,19.400,68.33876
-6.06009,106.30987,21.400,70.51694
-6.06560,106.35680,20.000,70.43037
-6.04782,106.40224,21.500,68.54976
-6.07307,106.44195,19.500,68.97443
-6.06137,106.50753,19.700,69.55783
-6.06400,106.55288,21.600,68.11469
-6.05868,106.58451,20.900,63.02924
-6.05628,106.61656,19.400,61.09149
-6.05144,106.66766,20.700,63.19437
-6.01375,106.07905,19.900,76.90735
-6.01354,106.26779,17.800,71.64290
-6.00572,106.30783,18.700,71.95754
-6.00231,106.34489,18.100,70.63622
-6.23417,106.52640,45.600,69.43835
-6.11744,106.15177,42.400,65.61065
-6.73100,106.80000,483.600,100.66418
-6.77100,106.79000,502.700,116.99848
-6.82500,106.76000,455.900,139.60753
-6.72400,107.07000,811.600,136.29467
-6.77100,107.06000,965.000,160.78074
-6.69700,106.79000,527.400,101.05642
-6.69100,106.84000,504.800,91.05526
-6.69000,106.90000,738.600,116.16401
-6.68600,106.93000,901.200,140.96309
-6.69800,106.98000,1330.900,199.99912
-6.64300,106.53000,616.600,131.65368
-6.65500,106.55000,613.200,131.54542
-6.63200,106.67000,412.700,97.97962
-6.64700,106.72000,563.800,106.85260
-6.64400,106.76000,450.900,97.49364
-6.64600,106.84000,422.700,93.42685
-6.64400,106.80000,335.100,81.11541
-6.65000,106.90000,600.700,113.74068
-6.58200,106.50000,453.200,121.50210
-6.59700,106.53000,299.200,104.24267
-6.59500,106.57000,516.800,120.68792
-6.59100,106.70000,241.900,83.13613
-6.58700,106.74000,204.100,77.85827
-6.59600,106.80000,255.200,81.01940
-6.58700,106.84000,230.400,81.27793
-6.59900,106.89000,437.300,106.72441
-6.56400,106.99000,351.800,93.96833
-6.59800,107.02000,463.600,106.40376
-6.58100,107.08000,441.700,93.92259
-6.56500,106.58000,214.000,88.93587
-6.55800,106.71000,175.200,71.86017
-6.55700,106.75000,179.700,69.57995
-6.55600,106.80000,192.800,69.70484
-6.53800,107.03000,210.200,73.32434
-6.54100,107.10000,275.200,75.18051
-6.52400,106.63000,130.700,66.66475
-6.51500,106.67000,131.000,62.11037
-6.50400,106.70000,123.700,61.52986
-6.50500,106.76000,150.200,60.32129
-6.50600,106.80000,148.500,59.31613
-6.49900,106.83000,139.400,61.43854
-6.48100,106.98000,116.400,57.65177
-6.50900,107.04000,190.300,64.46054
-6.47200,107.08000,92.800,45.13712
-6.48400,106.47000,114.000,83.46012
