Lintang,Bujur,Tinggi_Ortometrik,CBA
-7.85772,110.51454,269.4,85.028881
-7.88047,110.57514,129.7,73.822439
-7.87133,110.60897,209,87.412606
-7.8583,110.64611,191.9,82.461656
-7.86429,110.68947,174.8,81.5038
-7.86586,110.74036,187.1,97.87287
-7.83077,110.06734,73.6,146.0369237
-7.82488,110.12216,153.5,136.1582555
-7.82336,110.15821,33.1,103.7419855
-7.82986,110.20266,54,92.8927981
-7.83207,110.25322,51.6,90.7880181
-7.84065,110.29518,135.9,91.385227
-7.83703,110.33632,72.9,88.602387
-7.82292,110.39634,84.8,88.6936247
-7.8291,110.43001,80.2,89.2731047
-7.81505,110.48062,95,69.794431
-7.83537,110.52559,389.6,90.670739
-7.82555,110.5619,347.5,99.053059
-7.83391,110.60554,239,99.277406
-7.82441,110.67087,561,112.971006
-7.82212,110.69816,212.1,88.08716
-7.82335,110.74917,133.6,96.01147
-7.77862,110.11316,679.8,165.404683
-7.80254,110.16225,73,92.392243
-7.78226,110.21783,84.1,112.1406361
-7.79929,110.24542,80.9,110.2703561
-7.78301,110.29346,101.7,114.384084
-7.78717,110.33412,109.2,105.199034
-7.76915,110.43891,137.9,89.021951
-7.77131,110.48525,177.4,84.304961
-7.75218,110.12372,701.3,169.269003
-7.75313,110.20869,97.8,115.9336661
-7.74568,110.24148,110.9,112.9776661
-7.73754,110.29942,144.5,114.334894
-7.73416,110.34068,166.9,102.121914
-7.74446,110.38314,175.5,100.587508
-7.73638,110.421,197.4,92.623168
-7.72615,110.47027,199.1,82.407836
-7.69752,110.15029,698.5,144.777996
-8.10514,110.69028,269.7,109.57996
-7.69572,110.19634,176.5,122.2084137
-7.6887,110.25709,157.6,109.9311237
-7.70254,110.28825,160.2,88.104533
-7.6902,110.34153,252.7,82.337423
-7.68685,110.38883,311.2,74.779493
-7.684,110.43671,341.3,72.677636
-7.69039,110.47494,291.8,75.423516
-7.66095,110.15628,494.8,115.693826
-7.65581,110.19684,736.1,165.0667837
-7.64873,110.24424,232.8,106.1807237
-7.65197,110.32641,322.8,78.830343
-7.65401,110.37715,406,74.628243
-7.6555,110.43472,479.4,79.408946
-7.6476,110.46884,498,79.548516
-7.60685,110.37271,601.8,65.275917
-7.60207,110.4227,835,84.217977
-7.59862,110.46569,910.1,76.280297
-7.95615,110.35263,16.9,107.2834773
-7.94104,110.15383,6.7,89.8637191
-7.74213,110.15959,587.5,146.624523
-7.91722,110.0838,4.2,101.9796974
-6.87485,110.20359,2.1,-13.15474384
-6.90691,110.20652,1.4,-14.04919384
-6.93843,110.2134,2.7,-14.78186384
-6.96619,110.21714,5.3,-16.31029384
-7.01133,110.22891,63.2,-20.8446282
-7.08211,110.21152,319.8,-19.824409
-6.93999,110.25288,1.3,-14.34785384
-6.98302,110.25308,40.8,-12.29497384
-7.04585,110.2641,238,-8.5523782
-7.09077,110.27205,274.3,-6.442674
-7.12819,110.28006,377.6,3.249236
-7.16347,110.25365,596.6,29.6558026
-6.97224,110.29743,5.9,-11.03368929
-7.00211,110.29657,144.4,-1.1773098
-7.0392,110.29859,230,0.8994302
-7.0771,110.30852,253.2,-5.235204
-7.12605,110.3028,435.3,18.398946
-7.18051,110.29092,582.7,30.383912
-7.21313,110.31311,929,35.699712
-6.98405,110.34413,14.7,-8.20329929
-7.04154,110.33777,213.7,2.9158202
-7.06845,110.36466,253.8,30.2065603
-7.09885,110.34883,350.5,31.693086
-7.12993,110.33942,494,30.063256
-7.21573,110.34617,1124.6,55.636262
-7.24733,110.35326,886.9,74.892877
-6.97951,110.39289,2,-6.94357756
-7.04696,110.39424,191.3,23.4032403
-7.07901,110.38753,287.6,32.31422547
-7.12561,110.39175,400.1,25.20382547
-7.16065,110.39364,446.5,-18.701736
-7.21261,110.39075,737.2,36.318134
-7.2606,110.39987,496.7,50.153167
-6.98305,110.44699,2.4,-6.50369486
-7.03273,110.4241,123.4,21.6917903
-7.0728,110.42797,209.3,32.2623203
-7.13337,110.44921,314,34.1069583
-7.16857,110.44036,463.8,48.3221042
-7.22371,110.43062,530.4,15.365584
-7.26127,110.43784,473,15.374634
-6.96367,110.46929,1.2,-6.32324486
-6.9835,110.4772,4.4,-5.95595486
-7.03772,110.48963,23.2,-0.5259176
-7.07114,110.46749,42.2,11.0362624
-7.10207,110.47735,252,26.5999183
-7.18498,110.49097,283.6,30.3461742
-7.22831,110.50239,295.7,31.2096342
-7.26487,110.46962,483.3,9.732794
-6.89946,110.52657,0.8,-6.60512701
-6.93315,110.53372,2.2,-6.50661297
-6.98997,110.5274,4.2,-5.33127297
-7.02397,110.5295,14,0.6080259
-7.07079,110.53576,23,3.6592759
-7.21269,110.52332,196.9,25.302459
-7.26065,110.51814,367,32.1034884
-6.84049,110.5703,0.4,4.88367299
-6.89017,110.5558,0.7,-6.05643701
-6.92257,110.57754,1.5,-4.74440297
-6.99145,110.56613,4,-72.82525297
-7.0339,110.57177,10.1,5.5464759
-7.1096,110.55627,36.4,6.1568268
-7.21622,110.58331,148.9,14.753789
-7.25858,110.56319,263.1,12.3345884
-6.7305,110.6058,1,8.0427551
-6.75416,110.60008,1.5,9.50663732
-6.79313,110.61571,2,9.88830732
-6.85482,110.60032,1.5,4.11237268
-6.94224,110.61265,2.9,-4.75790506
-6.97225,110.61485,4.6,-3.09340506
-7.02507,110.61913,7.1,9.3613663
-7.06984,110.62057,10.2,-6.6040837
-7.1585,110.63347,36.2,3.1615584
-7.26353,110.59637,188.2,-0.7411316
-6.71324,110.65736,0.7,17.3717751
-6.78768,110.6536,2.7,11.08977732
-6.84521,110.64259,1.8,20.55012268
-6.94567,110.66226,-0.9,6.40459494
-7.02701,110.66548,8.2,18.2285563
-7.05811,110.66871,10,24.6522063
-6.79465,110.69819,3.2,8.99824674
-6.85633,110.70502,3.1,13.64255882
-6.8966,110.69379,4.1,8.41850882
-6.95884,110.70164,5.1,11.0911285
-6.99779,110.69716,7.8,24.19494906
-7.02257,110.70031,9.2,24.32615906
-7.07548,110.70534,14.5,27.32107906
-7.10347,110.6961,16.9,21.1664528
-6.77267,110.7247,4.2,15.89170674
-6.84296,110.75201,4.1,14.20668882
-6.92991,110.75075,5.8,14.0931085
-7.00318,110.74472,10,35.99669906
-7.0332,110.73368,10.1,30.59137906
-7.06935,110.75117,11.2,28.98716906
-7.16971,110.76461,52.9,0.5854198
-6.85048,110.80375,4.1,13.88290265
-6.88989,110.79672,6.2,12.15768265
-6.95646,110.77996,9,19.02915785
-7.01125,110.8097,16.8,42.4791698
-7.06204,110.80439,15.1,27.7112198
-7.1223,110.79146,29.1,13.3584262
-7.04936,110.4395,198.8,26.2846524
-7.04837,110.44247,186.8,20.7115624
-7.13445,110.41981,308.4,35.26873547
-7.25759,110.41916,488.5,46.529907
-6.98779,110.41721,5.8,-5.68039756
-6.89472,110.63838,3.2,6.86259268
-6.236,106.83431,41,53.73838989
-6.85025,106.7644,409.4,113.322428
-6.83779,106.6583,656.8,121.886049
-6.76369,106.6601,1148.5,115.45007
-6.19294,106.97156,38,48.48725654
-6.09175,106.72531,31,57.02837632
-6.09494,106.71739,24.2,54.15811632
-6.09464,106.70761,38.8,56.66401461
-6.10403,106.708,20.2,50.43891456
-6.10397,106.71683,25.9,54.61108806
-6.10239,106.72803,20.8,53.71651806
-6.10392,106.73747,20.5,60.39472806
-6.10386,106.74389,26.9,61.77194806
-6.11311,106.68983,27.9,49.87320456
-6.11342,106.70767,20.5,49.94245456
-6.11275,106.71669,20.6,51.61721806
-6.11356,106.736,16.6,58.62670806
-6.11267,106.74403,15.8,58.42668806
-6.11247,106.75306,38.3,65.14760806
-6.11286,106.76217,5.6,60.42367806
-6.113,106.77111,41.2,71.30289806
-6.11289,106.78919,28.4,67.65287806
-6.10375,106.7905,37.1,69.81338806
-6.10364,106.80017,32.8,67.96197872
-6.09472,106.79094,34.7,66.89427632
-6.12178,106.70764,20.2,49.36016456
-6.12211,106.71686,26.8,52.59276806
-6.12214,106.72544,33,55.41650806
-6.12208,106.73581,19.9,58.14288806
-6.12178,106.75314,20.5,58.42387806
-6.12078,106.76217,24.8,65.97066806
-6.12181,106.78922,23.9,66.03309806
-6.12217,106.79822,20.8,64.93321872
-6.13125,106.68869,48,54.64254456
-6.13106,106.70797,3.1,42.69283456
-6.13114,106.717,35.3,54.57450806
-6.13153,106.73464,14.1,55.44131806
-6.13089,106.74411,24.3,58.97293806
-6.13211,106.75278,33.9,67.21367806
-6.131,106.77114,5.6,58.82697806
-6.13056,106.78931,14.1,62.77988806
-6.13081,106.81639,8.3,60.55843872
-6.13069,106.82531,43.4,71.82822872
-6.1405,106.69892,17.1,44.86468456
-6.14061,106.70778,15.9,45.70206456
-6.14008,106.717,16.1,48.04506806
-6.14017,106.73506,18,55.78998806
-6.14017,106.75428,17.5,56.29560806
-6.13997,106.771,23.6,64.38288806
-6.14,106.78025,18.1,63.31412806
-6.14003,106.78892,19.3,63.93406806
-6.13961,106.81633,35.1,68.92468872
-6.14928,106.68953,2.8,49.21095456
-6.14919,106.69972,6.3,51.52335456
-6.14939,106.70797,2.7,51.73796456
-6.14978,106.717,38.4,63.87434806
-6.14908,106.74414,16.9,60.32943806
-6.14917,106.75358,28.3,64.08758806
-6.14836,106.76222,16.8,61.22238806
-6.14903,106.77119,2.7,57.50596806
-6.14928,106.78028,41.9,70.11459806
-6.14931,106.78931,15.9,62.31625806
-6.14894,106.79833,15,61.88963872
-6.14894,106.80744,17.2,62.41891872
-6.14889,106.82544,31.8,67.66777872
-6.15844,106.69914,15.4,53.48539456
-6.15828,106.70806,10,53.53115456
-6.15744,106.71711,30,59.95361806
-6.15814,106.73517,28.9,62.57052806
-6.158,106.75319,14.9,59.47056806
-6.15847,106.77128,17.9,61.49781806
-6.15806,106.78042,47.9,71.51847806
-6.15797,106.78928,21.8,63.78159806
-6.158,106.79872,64.2,76.27651872
-6.15794,106.80817,19.4,62.39530872
-6.15878,106.81647,21.4,63.34667872
-6.15775,106.82547,47.1,71.71159872
-6.16678,106.69903,60.2,66.21734456
-6.16733,106.71711,63.8,69.34936806
-6.16711,106.72725,9,53.19361806
-6.16703,106.73517,5.1,53.19097806
-6.16717,106.77936,12.9,59.32663806
-6.16692,106.78939,9.8,58.80428806
-6.16697,106.79842,7.5,58.07732872
-6.16697,106.80828,12.5,59.21113872
-6.16692,106.82553,13.7,60.06261872
-6.17633,106.70819,36.5,58.56581456
-6.17633,106.71717,13.5,52.30541806
-6.17625,106.73522,14.5,54.74572806
-6.17642,106.74422,39.1,63.34794806
-6.17656,106.75269,41.8,65.12889806
-6.17631,106.76211,8.1,55.82848806
-6.17658,106.77133,39.9,66.13186806
-6.17614,106.77994,44.1,68.21713806
-6.17594,106.79839,45,67.48303872
-6.176,106.80767,49.1,69.09778872
-6.17553,106.8165,36.8,65.69911872
-6.176,106.82569,36.6,65.86830872
-6.18469,106.70806,68,67.42436324
-6.18586,106.71717,21.2,53.68113493
-6.18581,106.72639,39.9,59.60590493
-6.18481,106.73528,17.9,57.21249493
-6.18569,106.74378,33.2,59.85954493
-6.18511,106.75328,24.8,58.51715493
-6.185,106.77144,21.2,58.07774493
-6.18503,106.78944,20.9,59.29453493
-6.18506,106.80736,33.5,62.35015989
-6.18503,106.81647,26.9,61.57291989
-6.18472,106.83458,41.8,66.77941989
-6.19442,106.73544,40.3,59.89304493
-6.19433,106.74394,28.6,56.81230493
-6.19428,106.75367,35.9,60.04721493
-6.19428,106.76325,23.1,55.76509493
-6.19392,106.77147,20.4,56.57839493
-6.19367,106.78047,11.2,54.97262493
-6.19414,106.79736,30,60.68406989
-6.19453,106.80756,38.4,63.78010989
-6.19403,106.81658,22.7,59.52224989
-6.19408,106.82561,34.3,63.38289989
-6.194,106.83456,21.3,59.57055989
-6.20375,106.72758,10.5,48.28145493
-6.20336,106.74431,12.2,50.24390493
-6.20356,106.75339,13.1,49.79791493
-6.20358,106.76253,11.6,50.18438493
-6.20331,106.77142,12.1,50.19399493
-6.20236,106.78044,16.4,54.13006493
-6.20319,106.78969,17.5,55.41363493
-6.2025,106.79836,14.9,54.68003989
-6.20314,106.83475,24.4,56.77087989
-6.21231,106.74461,12.3,48.72136493
-6.21275,106.75342,11.9,49.04932493
-6.21228,106.76233,15,48.09560493
-6.21228,106.77169,13.7,50.07421493
-6.2125,106.78978,18.2,53.95937493
-6.21208,106.83469,3,49.75014989
-6.2215,106.73542,9,39.99411493
-6.22106,106.74361,7.7,41.93127493
-6.22142,106.75317,15.9,43.67613493
-6.22147,106.7715,12.8,41.76799493
-6.22133,106.78061,3.9,40.10272493
-6.22117,106.79819,14.4,45.50366989
-6.22197,106.80872,0.9,41.45982989
-6.22119,106.81664,18.1,47.64569989
-6.23061,106.73561,17.4,43.84069493
-6.23061,106.74439,7.8,37.69657493
-6.23036,106.77189,18,43.89081493
-6.23033,106.78958,11.5,43.86444493
-6.23033,106.79875,25.2,46.56029989
-6.23031,106.80767,7.5,43.79559989
-6.23006,106.81678,14.7,46.04355989
-6.23056,106.82575,14.8,47.28470989
-6.23947,106.75247,14.6,38.75374493
-6.24,106.76261,10.8,38.02012493
-6.23942,106.77203,17.2,40.94749493
-6.23939,106.80769,8.4,43.36679989
-6.23886,106.81672,10.8,45.14814989
-6.23925,106.82578,10.9,45.35142989
-6.24858,106.75353,10.8,38.53291493
-6.24844,106.76311,16.8,39.46821493
-6.24853,106.77158,15.9,41.61857493
-6.24853,106.78047,8.4,40.72285493
-6.24828,106.79014,14.8,42.20381493
-6.24825,106.79869,15.4,39.37547989
-6.24853,106.81678,11.9,41.55934989
-6.10319,106.91581,39,64.31156206
-6.10214,106.92569,20,54.39513206
-6.09989,106.93392,14,50.62542206
-6.10153,106.94233,32,54.48188206
-6.10239,106.95022,26,51.24293206
-6.10439,106.96589,25,48.37445995
-6.11397,106.88797,24,62.77458206
-6.11228,106.90581,21,60.38055206
-6.11303,106.92625,26,57.10004206
-6.11197,106.94108,25,53.04151206
-6.11031,106.95519,21,48.30814206
-6.11139,106.96894,24,47.75221995
-6.1655,106.969,39,56.97668995
-6.12139,106.86142,25,62.14491872
-6.12125,106.87992,25,58.63430206
-6.12094,106.93281,28,55.72650206
-6.11867,106.95314,28,51.72987206
-6.12169,106.96886,25,47.23428995
-6.13033,106.83442,22,59.19766872
-6.13061,106.85231,21,62.24354872
-6.13078,106.87056,26,61.96409872
-6.13008,106.88914,22,56.66915206
-6.13283,106.90769,25,58.75279206
-6.13119,106.96856,24,45.64382995
-6.13944,106.84339,22,58.93318872
-6.13917,106.86111,44,65.19106872
-6.13956,106.87972,21,56.03883206
-6.14081,106.89547,33,61.45999206
-6.14025,106.93406,28,53.84693206
-6.13956,106.94428,24,49.80511206
-6.13844,106.97061,33,53.45381995
-6.14997,106.83419,21,60.98243872
-6.14925,106.85261,38,64.51517872
-6.14875,106.8705,35,62.35849872
-6.14878,106.88883,41,63.62718206
-6.14825,106.92436,28,48.32348206
-6.14925,106.94069,20,48.84420206
-6.14792,106.97292,36,53.17828995
-6.15053,106.98036,19,47.04925995
-6.15764,106.84328,24,59.19137872
-6.15689,106.86117,20,57.85074872
-6.15675,106.88303,28,58.78022206
-6.156,106.89536,22,36.70208206
-6.14831,106.95464,29,47.22109206
-6.12944,106.95569,21,46.87264206
-6.12733,106.94122,17,48.43796206
-6.1305,106.92467,24,54.50864206
-6.15581,106.93997,46,59.43595206
-6.1565,106.96178,38,56.32101995
-6.15847,106.9785,29,45.27431995
-6.16658,106.93378,28,61.20115206
-6.16697,106.85253,14,56.21428872
-6.16783,106.87072,27,61.47161872
-6.16769,106.88903,35,58.65110206
-6.16019,106.93,26,46.83657206
-6.16664,106.94253,21,46.75867206
-6.16647,106.97758,21,41.88033995
-6.1895,106.84006,39,67.33257989
-6.17394,106.85164,27,63.65392872
-6.17614,106.8615,25,61.75399872
-6.17619,106.87078,31,62.74559872
-6.17594,106.88036,17,54.99447206
-6.17242,106.89803,22,54.03612206
-6.17567,106.91525,44,57.55619206
-6.17433,106.93461,20,42.58179206
-6.17514,106.94208,23,50.30246206
-6.17142,106.95169,30,50.37546206
-6.17561,106.97008,29,43.78435995
-6.17533,106.97917,28,43.01099995
-6.18547,106.84319,38,60.14165989
-6.18506,106.85314,23,61.67817989
-6.18494,106.86239,22,60.34172989
-6.18564,106.87111,45,66.57967989
-6.18461,106.87942,35,61.41637097
-6.18483,106.88894,19,54.35196097
-6.18436,106.89844,22,52.74732097
-6.18483,106.90739,27,52.39205097
-6.18408,106.92592,21,47.51396097
-6.18431,106.94411,28,45.74085097
-6.18322,106.9515,32,49.40693097
-6.18372,106.96172,32,48.72280654
-6.18483,106.97175,36,49.00641654
-6.18542,106.97872,30,46.24246654
-6.19297,106.85422,40,65.63427989
-6.19272,106.8805,37,59.98723097
-6.18953,106.89125,23,41.33624097
-6.19364,106.89772,25,53.88433097
-6.19419,106.90717,26,52.78245097
-6.19325,106.9175,22,49.66558097
-6.19192,106.93461,22,41.33129097
-6.19392,106.95183,22,42.27263097
-6.20269,106.84325,33,57.40492989
-6.20125,106.86167,32,62.43403989
-6.20294,106.8775,21,58.19495989
-6.20283,106.89792,25,54.71653097
-6.20378,106.90683,35,56.33573097
-6.20289,106.925,37,52.83048097
-6.20228,106.92606,33,46.58725097
-6.20194,106.95244,29,43.76880097
-6.20228,106.96044,33,35.83725097
-6.20417,106.97942,41,37.28625654
-6.21425,106.84306,34,39.68966989
-6.212,106.87492,33,61.85454989
-6.20839,106.89061,33,58.80891097
-6.21208,106.89781,44,61.39373097
-6.21153,106.91528,12,48.63407097
-6.21172,106.93444,41,47.69443097
-6.21164,106.95042,25,36.40584097
-6.20919,106.97078,38,37.54272654
-6.22261,106.83736,36,55.03492989
-6.22006,106.85103,35,55.65568989
-6.22056,106.87078,26,60.07713989
-6.22,106.88867,35,61.70124097
-6.22086,106.89831,40,61.68834097
-6.22108,106.90761,35,58.05027097
-6.22067,106.92481,37,54.81575097
-6.22097,106.94311,39,49.23744097
-6.22086,106.95192,28,42.88323097
-6.21889,106.96147,30,36.74451654
-6.22989,106.83514,43,61.53476989
-6.23028,106.84383,38,59.52338989
-6.22956,106.85311,36,62.10986989
-6.23161,106.88822,35,62.33564097
-6.23058,106.89767,47,64.62077097
-6.23058,106.91697,33,55.82815097
-6.23033,106.93358,38,46.75681097
-6.22858,106.95289,61,46.97224097
-6.23831,106.83544,40,55.52465989
-6.23914,106.85258,39,56.72973989
-6.23872,106.87078,26,53.71404989
-6.23928,106.88967,35,56.88637097
-6.23933,106.89767,58,68.58682097
-6.239,106.90747,41,56.79437097
-6.23889,106.92581,33,50.36645097
-6.23878,106.94278,31,41.15107097
-6.18533,106.76236,34.5,54.49787493
-6.2485,106.83483,15,45.02709989
-6.24822,106.84386,14.7,43.31992989
-6.24819,106.85292,8,44.18180989
-6.24761,106.86247,10.6,47.86589989
-6.24811,106.87097,8.1,49.52424989
-6.24789,106.90728,7.9,44.20117097
-6.24814,106.91611,6.3,41.86228097
-6.24803,106.92517,11.1,41.10648097
-6.24794,106.93414,10.7,37.61473097
-6.24778,106.94325,9.1,31.80383097
-6.24789,106.95222,11.9,30.54622097
-6.25758,106.75356,32.1,43.92388493
-6.25681,106.76992,12.3,36.88545493
-6.25772,106.78186,8.2,35.03175493
-6.2575,106.78972,11,37.51058493
-6.25822,106.82533,2.9,38.78136989
-6.25728,106.84389,18.8,43.24904989
-6.25758,106.85397,12.9,44.73149989
-6.25719,106.862,21.7,50.77621989
-6.26661,106.75353,17.4,36.5938191
-6.26631,106.76428,26.5,37.1494091
-6.26639,106.81594,31.3,41.0739188
-6.26558,106.82581,24.4,41.0893088
-6.26633,106.83481,37.4,44.9885188
-6.26539,106.84406,23.9,41.0086488
-6.26628,106.853,40.1,48.2831488
-6.26628,106.862,5.4,39.1491488
-6.26381,106.88703,4,43.7478586
-6.26611,106.90719,18.3,45.3081986
-6.26603,106.91622,0.9,38.2672886
-6.26594,106.92536,25.2,46.4319686
-6.27564,106.76272,5.3,30.3110691
-6.27564,106.78072,16.9,34.5427191
-6.27547,106.79881,22.3,34.7973788
-6.27456,106.84642,20.9,38.0129288
-6.27539,106.853,3.2,35.6115888
-6.27528,106.86206,16.4,39.5294088
-6.27411,106.87881,2.4,39.9923286
-6.27511,106.91625,12.9,40.9347586
-6.28478,106.77175,9.9,31.0822491
-6.28464,106.78031,4.2,28.9450491
-6.28447,106.80714,5.4,29.2429188
-6.28361,106.81808,6.7,29.6611688
-6.28442,106.84419,10.9,33.2220888
-6.28439,106.85306,13.5,36.2054588
-6.28397,106.86058,13.5,36.1136988
-6.28431,106.87119,12.8,36.4108988
-6.28417,106.90722,11.9,41.4284486
-6.28419,106.91619,10.7,38.7875386
-6.2935,106.772,2.1,28.1127591
-6.29322,106.79869,2.5,30.0357788
-6.29258,106.80742,6.7,29.6551588
-6.29353,106.81692,4.2,28.4445888
-6.29403,106.82522,4.7,29.9291488
-6.29347,106.835,8,30.2890688
-6.29339,106.86214,1,30.5992988
-6.29328,106.87119,13.8,34.9036188
-6.29342,106.88019,7.6,36.2192386
-6.29328,106.88919,9.2,37.6260086
-6.29322,106.89833,8.1,36.4575486
-6.29322,106.90742,8,37.1066686
-6.29314,106.91631,13.4,37.9355586
-6.3035,106.78956,16,37.1080091
-6.30347,106.80742,54,49.4454588
-6.30239,106.84417,57,49.5429688
-6.3025,106.86311,68,55.0171088
-6.30253,106.88014,72,56.5942186
-6.30239,106.91669,67,57.9932086
-6.31264,106.78139,92,56.7535591
-6.31097,106.79864,59,46.1916188
-6.31022,106.85286,54,49.2226088
-6.31131,106.87058,74,54.0162388
-6.31111,106.88953,66,52.7928386
-6.3115,106.90719,54,51.2400886
-6.31208,106.92583,63,53.3174686
-6.32025,106.86267,64,50.9425088
-6.319,106.87978,69,52.2036186
-6.32039,106.89789,63,51.0936786
-6.31961,106.9165,56,51.0377786
-6.33008,106.79908,78,55.4710488
-6.33014,106.86875,75,50.4735988
-6.32939,106.88894,75,51.1411086
-6.32972,106.9065,61,50.5020286
-6.33,106.926,67,51.0190286
-6.33839,106.88006,74,49.8944786
-6.33856,106.89844,81,52.9023886
-6.34044,106.91714,82,55.3539486
-6.34872,106.83489,77,48.7098629
-6.34722,106.87167,73,45.8845629
-6.34761,106.89006,82,49.0708127
-6.34747,106.90808,86,53.9185927
-6.34692,106.92589,83,53.0132327
-6.35769,106.80858,87,53.1895729
-6.36028,106.82308,83,50.1231829
-6.35608,106.84456,80,46.7402429
-6.35742,106.86061,13,24.6769429
-6.35678,106.8805,85,47.8953227
-6.35494,106.89836,77,49.9717927
-6.35622,106.91606,72,52.2526427
-6.36525,106.88942,96,52.7634727
-6.36508,106.90753,10,27.2038227
-6.32025,106.79067,76,54.6935391
-6.32031,106.80856,72,54.2213588
-6.3115,106.81697,66,52.1524688
-6.30258,106.82636,58,50.5079788
-6.3115,106.83619,92,58.9500288
-6.32033,106.82628,73,52.4697188
-6.32992,106.81611,75,57.6679488
-6.33836,106.80769,74,54.0323788
-6.34772,106.799,88,55.7659429
-6.34722,106.81697,89,53.8746029
-6.33847,106.82661,90,56.9502388
-6.32953,106.83519,78,53.4019088
-6.34803,106.85406,72,46.0697729
-6.33794,106.86219,73,48.0719388
-6.32922,106.85306,74,51.1230188
-6.33914,106.84417,81,50.3382188
-6.318,106.85317,61,51.2706088
-6.30236,106.90728,53,54.2412186
-6.30283,106.89747,50,50.4157086
-6.1845,106.91558,31,52.46346097
-6.146,106.90619,16,54.76152206
-6.15289,106.90619,28,50.88439206
-6.1045,106.69958,53.4,59.69075456
-6.10544,106.7535,24.9,61.35430806
-6.10539,106.76036,31.5,63.41307806
-6.1115,106.69772,17.4,47.90193456
-6.11303,106.78094,32.9,68.93962806
-6.11106,106.79661,23.4,65.51815872
-6.11256,106.80494,26.5,66.52668872
-6.09664,106.79964,26.9,65.11633097
-6.12072,106.68731,21.9,46.87531456
-6.12294,106.69964,39.7,53.93880456
-6.12433,106.74536,14.3,61.74081806
-6.12153,106.77214,15.5,63.31484806
-6.12278,106.78042,7.7,60.90261806
-6.12094,106.80881,15.7,32.98203872
-6.12253,106.81639,27.4,66.35415872
-6.1225,106.82447,24.9,65.54282872
-6.12978,106.69811,29.6,49.86951456
-6.13186,106.72669,18.3,50.68179806
-6.12928,106.76256,22.1,63.53447806
-6.13158,106.78019,23.4,65.28184806
-6.13267,106.80014,24.8,65.44740872
-6.12872,106.80647,13.7,44.98574872
-6.13914,106.69156,23.9,46.18033456
-6.13964,106.72694,11,46.99881806
-6.14136,106.74322,34.1,60.47821806
-6.13931,106.76261,23.4,63.61378806
-6.13942,106.79717,9.8,60.80667872
-6.13869,106.80678,22.5,64.67193872
-6.14031,106.82547,31.4,67.94885872
-6.14919,106.72608,7.1,55.32145806
-6.14931,106.73336,21.4,55.27444806
-6.15025,106.81469,18.1,45.93164872
-6.15853,106.68992,11.4,51.40861456
-6.15756,106.72694,34.3,62.25897806
-6.15856,106.74536,17.8,59.46520806
-6.16772,106.69108,53.9,63.07408456
-6.16781,106.70758,39.7,60.76799456
-6.16611,106.74547,41.4,65.98670806
-6.16647,106.753,7.1,56.18928806
-6.16669,106.76133,9.4,56.51520806
-6.16958,106.76936,32.3,63.24018806
-6.24003,106.78078,15,41.40634493
-6.16456,106.81489,24.4,47.61178872
-6.17653,106.72431,38,60.14619806
-6.17769,106.78703,32.2,64.11302806
-6.18422,106.78289,22.3,60.75243493
-6.18722,106.7975,28.2,61.34201989
-6.18389,106.82481,28.3,53.69718989
-6.19361,106.72711,10.5,50.04764493
-6.19444,106.78756,31.6,61.07645493
-6.20336,106.73606,9.4,48.38936493
-6.20222,106.80625,6.7,52.29360989
-6.20178,106.81597,16.1,56.28448989
-6.20369,106.82497,12.1,52.96245989
-6.21308,106.7275,14.2,48.37307493
-6.21239,106.73425,14.8,47.88171493
-6.21328,106.78008,15.5,50.43059493
-6.2125,106.79742,13.5,52.10401989
-6.2115,106.80619,9.9,51.56185989
-6.21267,106.81797,10.1,52.04092989
-6.21219,106.82714,18.2,55.56120989
-6.21967,106.726,13.1,40.98557493
-6.22114,106.76111,16.1,43.35332493
-6.22261,106.78947,9.6,43.85782493
-6.21894,106.8255,17,54.17973989
-6.22878,106.75492,14.3,43.59911493
-6.23006,106.76061,15,41.01035493
-6.22883,106.77847,9.3,39.51432493
-6.24058,106.78756,12.3,41.87197493
-6.23994,106.79756,11.1,41.44974989
-6.24886,106.80764,17.9,44.18548989
-6.12364,106.68006,30.9,59.35834456
-6.24942,106.88011,10.1,48.58061097
-6.25739,106.76064,21.1,39.68123493
-6.25803,106.79744,9.5,35.90291989
-6.25622,106.80825,14.6,40.36294989
-6.25739,106.81583,15.9,40.22149989
-6.25894,106.83458,30.7,47.13087989
-6.25783,106.87011,10.9,48.04908989
-6.25739,106.88158,14.5,49.02362097
-6.26544,106.77339,29.4,38.5918291
-6.26642,106.78219,16.6,35.3705291
-6.26519,106.78975,20.7,35.6504991
-6.26681,106.79725,37.1,40.5665088
-6.26494,106.80858,22.7,37.4269288
-6.26492,106.87217,16.9,43.3865088
-6.26642,106.88092,8.7,44.4380186
-6.27514,106.77333,11.8,33.2078191
-6.27564,106.78803,3.4,30.5144191
-6.27433,106.80883,2.7,29.8879588
-6.27614,106.81833,11.9,32.7131388
-6.27642,106.82653,9.1,32.8931188
-6.27397,106.83422,12.8,36.8435188
-6.27294,106.86964,4.1,36.3274488
-6.28456,106.76083,10.1,30.2083191
-6.28472,106.78856,7.7,32.0241491
-6.28242,106.80039,0.9,27.2836788
-6.28619,106.82689,6.1,31.8653088
-6.28572,106.83531,18.5,36.4431888
-6.28353,106.879,15.9,39.7160486
-6.29142,106.78231,6.8,29.5347891
-6.29253,106.78956,9,30.4022691
