Lintang,Bujur,Tinggi_Ort,CBA
-6.02865,105.16673,-885.963,-7.323584
-7.29248,110.26414,720,-7.277995
-7.52296,114.03523,-72.972,-7.268914
-8.70046,113.66592,-845.9,-7.267153
-6.52164,109.36974,-39.636,-7.266009
-7.48534,113.90485,-81.021,-7.205983
-6.96248,114.06805,20,-7.187949
-6.86596,111.25045,81,-7.187755
-6.64879,111.31836,-3.858,-7.185447
-7.44921,112.40637,23,-7.183114
-6.74479,110.29409,-28.771,-7.175572
-7.48663,111.1977,293,-7.138588
-7.08139,113.31798,49,-7.126996
-6.82909,107.68351,1241,-7.11514
-6.87497,114.52361,-72.987,-7.102078
-6.42214,112.24156,-56.51,-7.044527
-6.88307,108.82885,6,-7.035879
-7.58401,111.30923,312,-7.027772
-6.02573,105.2159,-544.796,-7.01419
-8.03465,113.87501,471,-6.977073
-7.42408,114.35227,-93.123,-6.959029
-6.42068,105.19174,-380.189,-6.956792
-6.83291,113.53773,-19.884,-6.950557
-7.56023,112.02756,46,-6.939843
-7.31182,113.38827,-48.803,-6.932593
-6.85167,110.11899,-1.887,-6.930427
-6.56452,108.78468,-11.832,-6.887064
-6.90361,112.51729,-2.208,-6.885351
-6.87332,112.52675,-2.787,-6.874386
-7.74564,113.34238,-14.877,-6.85546
-7.48276,111.05695,156,-6.830288
-6.67212,109.18039,-29.008,-6.784971
-6.32632,105.2218,-395.264,-6.775304
-6.93006,107.79938,956,-6.70626
-6.78182,112.84146,-40.854,-6.702156
-6.77117,110.28116,-24.946,-6.697743
-7.54155,114.60036,-142.636,-6.694134
-7.00844,108.30087,659,-6.684764
-7.44816,111.77856,489,-6.659183
-6.25364,105.24498,-260.316,-6.597846
-7.07023,105.42124,-181.63,-6.577299
-7.40922,114.49912,-102.187,-6.54521
-7.21165,110.14794,779,-6.514807
-6.87601,109.40102,4,-6.486371
-7.48904,114.61679,-121.144,-6.454835
-8.10281,111.9997,108,-6.452605
-7.36839,111.23477,65,-6.436202
-7.438,111.78176,376,-6.420279
-7.00604,108.93369,26,-6.365999
-6.76398,107.53088,1489,-6.33705
-7.49958,114.61348,-123.22,-6.332337
-7.26756,109.56156,1114,-6.33154
-6.28821,111.4329,-45.541,-6.297948
-6.09959,105.44849,-8.953,-6.277564
-7.64001,110.29701,289,-6.255284
-6.63863,111.32152,-5.271,-6.246497
-6.75505,110.29087,-27.835,-6.220751
-6.57738,109.67241,-54.294,-6.218267
-7.0576,110.33782,212,-6.209433
-7.30817,113.67543,-25.569,-6.186769
-7.55327,113.74104,-72.551,-6.158682
-6.2057,111.17248,-52.557,-6.129733
-7.41771,111.78814,344,-6.109249
-8.10594,113.28312,39,-6.096848
-6.80213,113.54733,-30.363,-6.072835
-6.99212,110.78512,14,-6.028566
-8.13149,114.4157,-16.001,-5.976153
-8.58607,112.27659,-590.966,-5.957241
-7.47332,109.92429,852,-5.947163
-7.30307,112.67868,18,-5.902364
-6.5227,109.9376,-46.166,-5.86896
-6.82887,112.6845,-33.744,-5.823459
-7.016,111.48694,126,-5.810933
-7.79886,113.37938,18,-5.7975
-7.20122,110.1512,695,-5.788153
-7.74025,111.11814,819,-5.727758
-6.85622,111.25348,71,-5.718599
-7.26425,114.11605,-52.496,-5.718015
-7.2511,111.78507,76,-5.716743
-7.15439,105.68484,-1649.335,-5.700894
-7.14301,112.44244,12,-5.674079
-6.99141,110.21694,36,-5.635779
-6.95056,108.51529,446,-5.61004
-7.72855,111.83245,451,-5.58209
-7.34405,109.96483,1185,-5.58123
-7.20315,114.13514,-42.211,-5.566268
-7.64871,113.14073,-11.843,-5.510675
-6.74828,109.29886,-32.419,-5.489626
-7.3914,109.50453,158,-5.481809
-6.77165,107.55471,1934,-5.46624
-7.27447,114.11285,-54.26,-5.452799
-7.42119,112.3182,27,-5.442674
-6.79613,110.27802,-19.974,-5.422225
-6.25623,111.33236,-46.73,-5.418392
-7.08939,105.41517,-427.873,-5.3672
-7.06465,110.194,154,-5.325521
-6.38433,111.73542,-39.99,-5.324834
-6.88826,110.67495,4,-5.322162
-7.41432,114.35533,-93.799,-5.264995
-7.56289,113.73803,-68.432,-5.174791
-7.13021,112.30475,16,-5.150499
-7.52025,112.1826,34,-5.134835
-6.5566,109.60723,-37.752,-5.106054
-7.50229,114.3278,-90.654,-5.067176
-7.13296,112.44558,6,-5.050298
-6.74113,109.44321,-22.891,-4.993962
-6.34943,111.62546,-41.492,-4.959115
-7.16702,109.87779,1649,-4.90642
-7.27136,113.40095,-34.551,-4.880736
-6.42237,105.33594,-110.311,-4.846903
-6.6999,109.45611,-32.811,-4.83545
-6.63359,108.61558,-7.968,-4.800436
-6.942,113.36146,147,-4.798608
-6.84873,114.81656,-89.715,-4.78409
-6.35064,108.99759,-37.415,-4.782442
-7.2853,110.12491,718,-4.765369
-6.99937,109.93028,234,-4.764834
-7.06101,109.3432,212,-4.718881
-7.74128,113.39743,-0.109,-4.713723
-6.70475,107.87118,522,-4.701272
-6.89005,109.68026,8,-4.681045
-6.464,111.51762,-40.976,-4.677968
-7.14164,107.87383,1653,-4.67467
-7.28475,114.10965,-55.833,-4.605819
-6.98217,108.50533,438,-4.602122
-7.19295,114.13831,-41.455,-4.519713
-7.661,111.85359,118,-4.478271
-6.87541,110.60981,4,-4.45117
-6.06909,105.15397,-893.24,-4.450779
-8.11314,111.99642,103,-4.44255
-7.44611,112.39654,23,-4.433322
-7.56642,110.74689,124,-4.376211
-7.29083,106.07714,-2225.635,-4.349678
-6.90902,109.24859,12,-4.319246
-7.09402,109.1907,552,-4.311242
-6.31983,105.80329,-22.464,-4.268303
-7.55932,110.46459,1587,-4.26385
-7.90643,111.49214,107,-4.258337
-7.25626,113.54907,-2.74,-4.256583
-6.82867,112.96952,-28.071,-4.222156
-6.66474,111.0289,91,-4.213261
-7.33505,114.38006,-85.235,-4.210448
-7.29268,112.68192,27,-4.157635
-7.54363,113.74406,-73.991,-4.129741
-6.85507,114.52987,-73.502,-4.108336
-6.79873,108.2723,95,-4.087885
-7.24352,110.70632,185,-4.076125
-7.25406,114.11923,-51.525,-4.053376
-6.66469,110.46066,-27.707,-4.023698
-6.73631,107.44406,634,-4.012822
-6.64887,113.59506,-50.894,-4.005412
-6.88486,114.5205,-70.554,-3.988771
-7.28162,113.25551,-35.448,-3.96774
-6.78833,108.27559,88,-3.958987
-8.07367,114.149,1565,-3.94372
-7.67608,111.56445,128,-3.934731
-6.58036,110.0613,-37.511,-3.934623
-6.83248,109.69833,-10.256,-3.930771
-7.5744,113.87698,-84.622,-3.924623
-7.21336,114.13194,-43.091,-3.872995
-7.28013,106.08054,-2236.059,-3.841278
-7.06053,110.05364,494,-3.835225
-6.33836,110.98941,-25.915,-3.82282
-7.04929,113.47024,214,-3.81847
-6.63979,109.33275,-38.046,-3.801717
-7.4243,112.32797,28,-3.797115
-7.17121,113.43216,30,-3.779027
-7.33418,109.96792,1336,-3.77601
-7.84082,113.93575,151,-3.694304
-7.52658,111.04321,287,-3.690773
-7.83649,112.79695,726,-3.690721
-7.40954,114.07063,-78.297,-3.678202
-7.25397,110.70303,180,-3.668708
-6.32836,110.99254,-31.199,-3.59068
-7.50646,111.19147,421,-3.580897
-6.10244,105.45742,10.984,-3.54792
-6.6527,110.18125,-48.184,-3.52328
-7.28227,112.68518,25,-3.51358
-7.26129,113.40408,-20.672,-3.508286
-7.23585,114.4111,-82.903,-3.488704
-6.38724,111.74463,-39.854,-3.467144
-7.29508,114.10642,-56.805,-3.440954
-7.05961,113.46702,165,-3.411027
-7.59195,111.44969,88,-3.395856
-7.33661,111.9553,77,-3.353116
-6.86558,109.40432,3,-3.344721
-6.35232,111.63458,-40.56,-3.291323
-7.03142,111.76691,34,-3.285289
-7.15305,112.43929,17,-3.257943
-7.32497,114.38321,-82.939,-3.224211
-6.91905,108.52528,443,-3.216883
-7.18118,113.42906,39,-3.169069
-7.28145,113.3978,-39.759,-3.143008
-6.66454,107.58861,648,-3.140799
-6.50687,112.64122,-52.539,-3.134901
-6.91576,109.95649,14.607,-3.109873
-6.0236,111.08762,-54.081,-3.108432
-6.94873,109.3783,24,-3.074672
-7.34427,112.66584,18,-3.068264
-7.27186,112.68845,19,-3.057697
-6.89883,109.25178,6,-3.055799
-6.33069,109.0039,-46.656,-3.011361
-7.31597,114.09992,-58.262,-3.008726
-6.97381,114.06455,30,-2.984588
-7.4046,114.35835,-93.864,-2.92582
-7.61309,110.87391,106,-2.911527
-7.30546,114.10318,-58.402,-2.909763
-6.95043,110.08811,10,-2.906716
-6.27582,108.73196,-29.131,-2.894432
-6.94932,110.65582,9,-2.863668
-6.3305,105.79992,-22.595,-2.809704
-7.0712,109.34001,179,-2.79092
-7.06583,112.6106,1,-2.78429
-6.58096,111.05516,8,-2.777534
-6.84198,109.69596,-4.367,-2.727637
-7.33932,111.24386,114,-2.699046
-6.0544,111.07803,-52.326,-2.674631
-7.25101,112.69499,3,-2.662037
-6.71918,111.58229,17,-2.657221
-7.2749,110.12818,696,-2.627456
-6.64502,107.59481,518,-2.613677
-7.56934,111.7406,125,-2.608584
-6.63536,109.90241,-35.835,-2.604679
-7.24388,114.12241,-50.626,-2.591149
-6.33257,111.41704,-44.935,-2.578381
-7.26143,112.69172,7,-2.557104
-7.17715,105.96793,-2307.653,-2.550448
-6.89973,109.67724,9,-2.515287
-7.37092,112.16041,116,-2.50269
-6.47272,108.66644,-4.001,-2.494518
-7.34515,114.37692,-84.836,-2.484202
-6.77794,108.27887,71,-2.434702
-6.65994,108.02507,111,-2.422651
-7.49225,110.62835,336,-2.378773
-6.87118,107.81823,946,-2.34939
-6.3892,105.20178,-397.295,-2.324955
-7.26942,106.08393,-2252.772,-2.317646
-6.49423,111.50814,-39.23,-2.314818
-7.22354,114.12876,-43.691,-2.30777
-7.61746,112.72312,117,-2.307428
-6.89163,114.80323,-96.216,-2.306476
-6.79187,113.55052,-33.588,-2.293193
-7.295,112.11064,64,-2.287327
-6.88045,109.68327,7,-2.244408
-7.73591,111.54572,139,-2.242575
-6.91927,109.24539,17,-2.231016
-7.51013,112.1858,34,-2.220724
-7.5725,113.73504,-66.699,-2.183853
-7.11841,112.02364,14,-2.181397
-7.18277,114.14147,-38.138,-2.176825
-6.76933,108.1411,56,-2.159199
-6.6548,107.59173,589,-2.150773
-6.86129,107.82137,1037,-2.14248
-6.77011,107.55024,1683,-2.13293
-6.65172,114.30707,-76.954,-2.117182
-7.30168,113.39145,-46.648,-2.102283
-9.01238,112.99933,-1853.885,-2.075378
-7.53341,114.03196,-66.818,-2.058793
-6.33677,105.21846,-358.329,-2.043192
-7.02116,111.77012,33,-2.029505
-7.51202,114.32477,-90.635,-1.969297
-6.92027,107.80253,886,-1.965644
-6.73938,107.45373,713,-1.940652
-7.35539,112.09172,98,-1.93679
-7.95238,113.9008,358,-1.933338
-7.7381,113.96793,116,-1.924119
-7.29156,113.39463,-42.96,-1.920494
-6.41258,105.33897,-107.868,-1.868932
-6.99109,109.22293,136,-1.864211
-7.1279,112.02069,16,-1.846015
-6.86153,110.1159,-1.707,-1.84471
-6.462,108.66982,-4.6,-1.804459
-7.37459,111.51782,136,-1.79753
-7.51249,111.33167,126,-1.783862
-7.11334,105.84252,-1822.448,-1.779891
-7.32652,114.09661,-58.783,-1.77202
-8.1255,114.27496,841,-1.769338
-7.65154,111.85657,86,-1.769186
-7.60223,111.44647,95,-1.722357
-6.98983,110.6432,7,-1.718677
-6.62848,111.32467,-7.076,-1.714772
-7.1776,109.87446,1839,-1.6814
-7.9679,114.46696,-52.926,-1.639023
-7.96516,113.32729,721,-1.62237
-6.65484,110.46375,-26.971,-1.573504
-7.10167,108.03463,1322,-1.56481
-7.25804,109.56459,993,-1.54758
-6.624,110.90026,1410,-1.50482
-6.75946,108.14425,37,-1.496306
-7.52947,110.47398,1644,-1.44234
-7.00144,109.21969,76,-1.440807
-7.14925,110.73589,79,-1.40158
-7.14914,110.16754,500,-1.371967
-6.70976,111.58532,23,-1.369493
-7.64263,110.29727,281,-1.359246
-7.36001,109.24946,244,-1.358397
-6.91372,112.51413,82,-1.352435
-6.92958,110.23626,4,-1.337952
-7.13747,112.01772,15,-1.335243
-6.90533,109.95976,-3.031,-1.329212
-7.23371,114.12559,-48.603,-1.296717
-7.42741,112.33776,28,-1.275528
-7.14873,110.59336,142,-1.269207
-6.65823,108.7555,-2.796,-1.252358
-7.21615,113.84631,-9.132,-1.240297
-6.74245,107.46339,770,-1.210964
-7.81026,113.94533,138,-1.188336
-7.60251,110.17003,349,-1.186153
-7.16126,113.43527,26,-1.174803
-7.43048,113.92197,-72.959,-1.17278
-8.15876,114.26455,611,-1.15
-6.57175,109.63874,-42.753,-1.138061
-6.70833,109.31136,-38.779,-1.133099
-7.22573,114.41421,-84.499,-1.130583
-6.82505,114.11089,-27.215,-1.10804
-6.86088,112.67453,-10.583,-1.09976
-7.2587,106.08733,-2266.082,-1.094074
-7.10896,112.0266,13,-1.054913
-7.19815,110.57787,91,-1.032011
-6.41468,112.10228,-54.401,-1.019096
-6.56361,109.92485,-45.908,-1.008553
-7.24661,113.55206,-3.194,-0.976831
-7.44299,112.38674,23,-0.966141
-6.77923,108.13793,61,-0.96097
-6.67432,107.58554,733,-0.92982
-6.89642,114.65908,-75.074,-0.924956
-6.57142,109.35416,-34.664,-0.898777
-7.24598,114.40795,-76.936,-0.870596
-6.94711,113.07491,86,-0.867255
-6.01433,105.18003,-820.637,-0.861923
-7.37032,109.24623,224,-0.858243
-6.85456,111.82228,31,-0.849535
-7.27152,113.25866,-28.745,-0.8494
-8.1362,113.27362,30,-0.844478
-7.91554,113.34285,328,-0.833578
-7.10483,111.60226,65,-0.765659
-6.71256,110.16249,-42.11,-0.763563
-7.60915,110.30667,377,-0.762002
-6.14385,105.56928,-65.657,-0.760095
-7.15956,110.02268,1013,-0.74079
-7.14977,110.02574,897,-0.728785
-6.88102,107.81507,924,-0.72801
-6.74964,108.1474,34,-0.713199
-7.26439,110.69977,182,-0.689348
-6.43116,105.18839,-380.855,-0.661728
-6.67419,111.02596,82,-0.649888
-6.89287,108.82575,6,-0.627852
-7.08317,109.90405,706,-0.605676
-7.31497,114.38635,-82.367,-0.602963
-7.11801,105.40605,-878.122,-0.561989
-6.48346,108.66304,-2.678,-0.538234
-7.30058,112.39307,40,-0.531606
-8.12617,113.27679,31,-0.513179
-6.76261,114.70079,-82.958,-0.511167
-6.67007,108.02188,143,-0.487238
-7.39485,114.36141,-90.111,-0.480812
-7.50901,112.04358,62,-0.471839
-6.99962,108.27303,663,-0.470366
-7.48479,114.47548,-109.392,-0.456327
-6.19673,111.14563,-51.143,-0.453344
-8.9931,113.43304,-2030.992,-0.409534
-6.73266,107.56708,1606,-0.40761
-6.72416,107.865,516,-0.394929
-6.02854,105.22478,-448.104,-0.387437
-7.76421,113.24678,12,-0.38652
-6.80019,109.70904,-8.883,-0.366464
-7.22352,112.98868,-4.736,-0.359998
-6.36031,111.12416,-19.038,-0.359275
-7.03776,108.92362,33,-0.317871
-6.72293,107.57017,1418,-0.31013
-7.35522,114.37378,-86.598,-0.294449
-7.47666,111.20084,253,-0.284613
-7.05082,109.34637,162,-0.269467
-7.25122,113.40721,-9.662,-0.24837
-6.23563,111.26769,-50.542,-0.246272
-6.67229,110.03261,-35.092,-0.242535
-7.29731,113.67883,-24.52,-0.227985
-6.96399,108.66008,126,-0.225948
-5.9468,105.19241,-532.879,-0.207765
-6.15517,105.5657,-69.902,-0.182445
-7.97134,112.7547,554,-0.153228
-6.27661,111.39643,-48.462,-0.125467
-6.6251,109.9056,-37.862,-0.116521
-7.52184,114.32171,-91.078,-0.088449
-7.07364,109.19708,510,-0.078626
-7.09952,112.02958,14,-0.060318
-7.56483,110.60561,364,-0.043229
-6.92865,109.10027,13,-0.021749
-7.4964,113.9014,-83.769,-0.00396
-7.12101,108.02845,1448,0.00614
-7.53939,110.47086,1617,0.01031
-7.16884,112.72064,4,0.045943
-7.19755,108.72899,878,0.141231
-6.64564,109.89919,-34.028,0.183718
-7.08385,109.19389,515,0.188196
-7.76057,114.53187,-338.43,0.210623
-6.85515,109.40761,6,0.223746
-6.80915,108.26902,103,0.278984
-6.4513,108.67318,-6.044,0.298105
-7.88907,110.07712,8,0.321623
-6.0029,105.14401,-931.328,0.335642
-6.5973,107.90537,110,0.338379
-7.00322,108.49865,521,0.361315
-7.14464,105.68794,-1552.252,0.405852
-6.80644,110.2748,-20.712,0.419207
-6.67455,110.45758,-27.649,0.425578
-6.65892,111.31519,-5.147,0.481889
-6.92619,109.95322,58,0.484518
-6.81958,108.26573,125,0.508001
-6.71282,109.16767,-23.484,0.516215
-6.6929,110.02617,-33.859,0.556328
-6.55408,108.78793,-11.357,0.587799
-7.74889,113.35259,-9.617,0.609044
-7.33706,114.09332,-58.472,0.61272
-7.44738,110.21551,351,0.61448
-7.26946,112.54704,11,0.621639
-7.1085,105.40908,-724.328,0.624672
-7.26437,110.13144,717,0.634957
-7.95523,113.33043,691,0.636003
-7.53402,113.74705,-75.296,0.655464
-7.53171,114.31862,-91.762,0.680732
-6.87337,109.68612,4,0.703655
-6.84645,111.25656,58,0.715979
-6.94009,108.51862,453,0.726447
-6.4788,113.64801,-63.639,0.730609
-7.55212,114.59706,-153.376,0.735005
-7.09896,105.41212,-522.136,0.765314
-6.83173,107.74381,1854,0.76549
-6.47409,111.51446,-40.389,0.802047
-6.7891,108.13476,79,0.812118
-7.09003,112.03256,11,0.821638
-6.69567,108.88827,-3.472,0.852622
-7.23286,107.70283,2280,0.85929
-6.1325,105.57286,-58.282,0.869798
-6.18649,111.32015,-49.108,0.87001
-7.19455,111.99984,22,0.908066
-8.11606,113.27994,33,0.930724
-6.84315,113.53452,-15.653,0.934283
-8.64692,112.25749,-732.842,0.944324
-6.3092,105.80666,-21.658,0.963308
-8.57593,112.2798,-576.353,0.99013
-7.65947,110.35074,349,1.001948
-7.23877,109.43004,897,1.016302
-6.74366,107.85877,564,1.0431
-6.87139,110.11282,-2.134,1.04512
-7.61239,111.44328,102,1.046634
-6.68344,110.31328,-30.244,1.056818
-6.39088,110.83035,-8.862,1.059581
-7.13995,110.02881,869,1.062279
-7.24795,106.09073,-2272.586,1.069019
-7.13891,110.59644,97,1.074775
-6.93883,109.09708,16,1.087022
-6.99272,108.50198,426,1.092052
-6.68581,108.89138,-3.29,1.106862
-6.57221,114.33187,-77.765,1.122539
-5.93531,105.48691,261,1.164037
-7.17788,108.73524,819,1.194447
-7.98233,113.89131,404,1.207412
-6.70551,108.88517,-4.225,1.217839
-7.58785,112.73236,11,1.230033
-7.80834,113.37642,30,1.232044
-7.50004,112.18894,33,1.23275
-7.35866,111.2378,79,1.248488
-7.0256,109.63772,85,1.26456
-7.6561,110.34004,346,1.264858
-8.06387,114.15209,1574,1.27858
-7.27344,110.27014,777,1.286343
-7.54383,114.02867,-63.063,1.295052
-6.93985,107.79625,975,1.303493
-7.22327,107.7059,2210,1.30473
-6.73319,114.13954,-71.69,1.308391
-6.64982,108.02824,81,1.324181
-6.91048,107.80567,872,1.348748
-6.55728,110.49423,-37.995,1.360316
-6.89658,111.80911,156,1.37942
-6.63528,107.59789,456,1.387082
-7.16934,110.01963,1082,1.39019
-7.93539,113.33663,459,1.396731
-6.34651,111.61627,-41.017,1.419403
-6.83004,108.26242,168,1.467696
-7.54155,114.31551,-92.142,1.468088
-6.76755,108.28215,64,1.480288
-6.567,110.4912,-37.079,1.496929
-6.70259,110.16562,-44.033,1.513873
-7.39933,114.07384,-74.101,1.526881
-7.14707,112.01473,18,1.535679
-7.96236,113.89762,369,1.545969
-6.47164,109.38531,-42.08,1.549315
-7.75014,114.53514,-338.711,1.57166
-6.74238,107.564,1702,1.58361
-6.49421,108.65964,-0.869,1.586662
-6.90667,114.65588,-72.695,1.602459
-6.92959,108.52196,437,1.605822
-6.01855,105.1699,-880.675,1.645795
-7.24797,111.77525,68,1.653307
-7.89578,113.34905,224,1.653542
-6.65527,111.03188,81,1.671211
-6.62943,114.74234,-71.601,1.693618
-7.19113,113.42595,34,1.71593
-7.90561,113.34597,274,1.7497
-7.46304,108.93303,206,1.749711
-7.75098,113.39439,2,1.790945
-6.57494,108.78143,-12.077,1.806104
-6.84811,108.11585,338,1.828458
-6.75211,107.56092,1829,1.92536
-6.54758,110.49727,-37.714,1.926461
-7.23696,113.55506,-4.017,1.937516
-6.89487,109.96302,-9.084,1.975457
-6.04417,111.08122,-53.156,1.976059
-6.69996,108.74252,-9.341,1.98182
-6.78164,113.5537,-37.332,1.985684
-7.15983,110.73256,112,2.006946
-7.86693,113.78533,457,2.01077
-6.88128,110.10972,-1.507,2.015347
-7.04465,111.47803,157,2.021898
-6.51167,109.37283,-40.981,2.038116
-6.84204,109.69533,-3.357,2.057947
-7.58214,113.73202,-64.814,2.082182
-6.86288,109.68942,5,2.084435
-8.14617,113.27047,30,2.090568
-6.95275,105.31261,-166.733,2.104921
-6.74554,107.47305,848,2.116075
-6.03389,111.08441,-53.804,2.117612
-7.08139,109.33683,179,2.126208
-6.7041,110.4483,-27.962,2.13079
-6.67594,108.89451,-3.027,2.130992
-7.15823,111.49498,61,2.134243
-7.83067,113.93889,132,2.154039
-6.6071,107.90225,88,2.154259
-6.71321,107.57324,1291,2.17586
-8.08328,114.14595,1695,2.17734
-7.25603,114.40478,-74.316,2.203408
-7.11488,109.89415,900,2.219226
-7.44683,111.21019,152,2.237244
-7.18507,112.00281,19,2.24284
-6.98502,109.50956,19,2.254261
-6.53771,112.91744,-58.039,2.25436
-6.8801,107.66752,819,2.257774
-7.38504,114.36453,-90.891,2.28957
-6.62817,109.47851,-37.568,2.292302
-6.85798,108.1127,306,2.296062
-6.75152,109.43997,-20.351,2.299369
-6.65438,107.73837,504,2.361955
-6.54804,112.91422,-57.657,2.36499
-6.31743,111.52487,-40.531,2.368366
-7.23064,109.85788,1652,2.36975
-6.90735,110.71065,7,2.39121
-7.2221,110.14467,747,2.408659
-7.28577,113.11148,-31.041,2.426431
-6.71535,108.88206,-4.655,2.437026
-6.9517,113.35842,161,2.446444
-7.82052,113.94212,113,2.446775
-6.7431,112.56744,-41.152,2.446777
-6.4527,109.10821,-35.696,2.46364
-7.36521,114.37066,-87.118,2.475327
-7.30506,114.38943,-81.626,2.510616
-7.32666,110.11197,1043,2.54393
-7.33943,109.25593,415,2.599391
-7.17491,107.72134,1646,2.65932
-7.97231,113.89447,391,2.667064
-7.77803,111.10626,537,2.693564
-6.51188,107.78318,56,2.709625
-8.6992,112.24102,-863.228,2.712538
-7.34972,109.25268,350,2.721167
-6.62672,107.89601,106,2.728471
-6.90067,107.8088,864,2.746037
-6.89114,110.10664,0.117,2.790004
-6.1364,105.56453,-66.678,2.803533
-7.64645,111.5738,90,2.811335
-6.94049,110.09121,8,2.846354
-7.01069,110.35254,120,2.849284
-7.92548,113.33972,401,2.856681
-7.24237,107.69979,2295,2.86535
-6.28778,111.00522,-40.922,2.870361
-7.45932,110.49602,1071,2.89646
-7.25343,109.56713,924,2.901568
-7.55132,114.31244,-93.247,2.924361
-7.09158,109.33362,197,2.935567
-7.43986,112.37695,23,2.949946
-7.37514,114.36758,-91.041,2.979903
-7.16711,105.97111,-2278.305,2.995462
-6.64414,107.74156,513,3.00425
-7.84425,114.50568,-208.607,3.00761
-6.43212,105.33291,-112.917,3.020042
-6.89084,107.81193,876,3.022139
-6.24331,105.24827,-276.027,3.0636
-7.48885,112.04993,72,3.074082
-8.01955,112.02581,114,3.07728
-8.09239,112.00297,106,3.091367
-7.57068,112.02425,44,3.094192
-7.15664,112.01172,18,3.107551
-7.50749,113.89792,-85.144,3.120836
-7.94531,113.33353,568,3.137687
-6.13923,105.57351,-62.251,3.159504
-7.69606,112.69854,277,3.183578
-7.32706,111.9583,71,3.200349
-6.63968,108.03145,72,3.242793
-6.84052,108.2591,216,3.243832
-6.61797,109.48172,-38.853,3.293349
-6.10967,105.14121,-872.355,3.310251
-7.20399,111.99687,23,3.319547
-6.99516,109.50636,23,3.325077
-7.13625,107.73371,1359,3.32605
-7.32676,110.68024,187,3.326455
-7.88597,113.35212,212,3.329838
-7.24123,109.85455,1493,3.33325
-7.89477,108.79762,-79.116,3.334496
-7.17559,112.00578,19,3.390415
-6.66608,108.89765,-4.055,3.426786
-6.57441,109.6631,-52.669,3.444652
-7.55415,114.02543,-58.759,3.446333
-6.75192,114.27581,-64.334,3.452028
-6.5685,109.64445,-45.138,3.457899
-6.87567,111.24742,134,3.485138
-6.3893,110.54681,-49.934,3.507162
-7.975,113.32422,684,3.507165
-6.64915,109.04632,-25.345,3.520361
-6.88659,108.39028,2333,3.5287
-7.60283,110.02529,388,3.53331
-6.83809,114.81988,-88.086,3.544972
-8.12132,114.41889,-8.588,3.548539
-7.11997,112.30796,13,3.559133
-6.78276,110.31756,-27.636,3.561289
-6.85242,109.6927,-0.095,3.568358
-7.35455,112.66261,8,3.574175
-7.08052,112.03553,12,3.577858
-6.77062,111.7068,11,3.578841
-6.84474,109.41086,-1.157,3.588947
-7.06286,114.74983,-19.267,3.602186
-8.17199,114.40302,-14.196,3.60294
-7.57462,114.01905,-47.842,3.60296
-7.23859,111.7459,69,3.609904
-7.00549,108.2916,640,3.616549
-6.48417,111.51128,-39.827,3.622188
-7.66039,111.71204,317,3.640388
-7.62245,111.44012,110,3.649614
-7.23719,106.09415,-2273.295,3.660096
-7.20738,108.72585,819,3.670233
-6.90098,110.10357,4,3.672714
-7.23307,110.70961,166,3.674002
-6.20269,111.16439,-51.593,3.687005
-6.74133,112.85406,-44.476,3.69275
-6.90234,114.79988,-96.94,3.707878
-7.51857,113.89443,-87.769,3.721046
-7.56439,114.02223,-51.971,3.728208
-6.72251,110.1594,-41.162,3.770858
-7.01181,109.21644,74,3.773289
-6.95749,109.65907,13,3.807132
-7.39036,109.52292,172,3.823053
-7.51636,111.18837,474,3.829472
-6.5017,107.78639,49,3.82982
-7.66649,113.99028,12,3.836148
-6.73769,113.2825,-48.527,3.842242
-7.5763,110.7438,120,3.876737
-7.12431,109.1812,765,3.89083
-6.73983,108.15055,34,3.904909
-6.50848,113.63877,-56.801,3.907177
-6.3787,105.2051,-328.418,3.914237
-6.71642,109.7352,-24.881,3.9198
-6.84663,110.51892,0.207,3.920978
-7.77024,113.38835,9,3.921783
-7.58491,114.01588,-39.896,3.93099
-6.5365,111.35342,-23.604,3.940268
-7.04173,111.7637,39,3.96087
-6.78966,109.71234,-8.357,3.979255
-7.00256,108.28232,777,4.011787
-7.17259,114.14464,-37.238,4.019953
-7.00031,111.63498,272,4.02031
-6.50253,110.36982,-44.748,4.034079
-6.85648,107.82155,1022,4.03509
-7.28566,111.8931,81,4.037344
-6.39016,111.75386,-39.39,4.054594
-7.21568,114.41732,-71.351,4.060804
-6.92953,109.2422,22,4.064836
-6.76705,107.54056,1536,4.10641
-6.97669,113.49291,101,4.112965
-6.75713,108.28543,64,4.13294
-6.54676,111.35022,-20.917,4.149718
-6.61487,109.90878,-39.482,4.155679
-7.65638,111.57067,110,4.158116
-7.74373,113.25317,-2.735,4.168791
-6.73825,109.30199,-35.035,4.192894
-6.49236,110.373,-47.172,4.215374
-6.53793,110.5003,-37.459,4.22566
-7.39012,110.23348,455,4.227156
-6.50496,108.65625,-2.759,4.245692
-6.75342,107.85567,579,4.247451
-6.79894,108.13159,86,4.254222
-7.13005,110.0319,798,4.285796
-7.23547,111.73616,65,4.321386
-7.24115,113.41034,-1.289,4.322598
-7.48979,112.19213,35,4.32798
-6.55838,112.911,-56.467,4.343856
-6.86329,112.52988,-2.82,4.362215
-7.12771,112.87622,98,4.369236
-7.16613,112.00874,19,4.397686
-6.662,109.18356,-29.201,4.401467
-6.90725,108.38375,1986,4.41624
-7.64603,110.30795,289,4.436625
