Lintang,Bujur,Tinggi_Ort,CBA
-6.47465,108.2032,203.1,51.770085
-6.46544,108.2153,206.1,49.4367
-6.46499,108.2225,206.4,50.253042
-6.46419,108.2302,155,46.551289
-6.46393,108.2332,153.5,48.009026
-6.46409,108.2402,140.5,47.057744
-6.46316,108.2431,131.6,45.425104
-6.46211,108.2449,114.1,43.10063
-6.45599,108.2518,82.3,39.124742
-6.45431,108.2607,92.8,45.118518
-6.45513,108.2541,67.3,31.116109
-6.45257,108.2627,85.6,37.651867
-6.44262,108.2621,51.6,34.300006
-6.43364,108.2633,34.9,31.966488
-6.43041,108.2701,25.7,30.55128
-6.42072,108.274,17.7,29.391832
-6.42113,108.2811,18.1,29.51589
-6.42225,108.2822,21.1,29.489107
-6.42414,108.2815,23,29.864948
-6.43071,108.2802,26,29.958228
-6.43305,108.2754,29.7,30.365721
-6.43594,108.2754,35.1,30.811085
-6.44292,108.2743,43.6,31.935529
-6.44535,108.2731,55.7,33.634264
-6.45244,108.2725,76.4,35.992618
-6.45517,108.2646,116.1,40.483219
-6.45255,108.2759,54.7,33.456028
-6.45324,108.2844,63.9,33.738362
-6.46257,108.2644,150.5,36.226139
-6.47012,108.2657,185.8,39.088046
-6.47414,108.273,269.9,46.197054
-6.4824,108.2738,336.6,53.224417
-6.42285,108.2647,24.1,30.721972
-6.42307,108.2615,25.6,30.854759
-6.42241,108.2533,27.5,31.795228
-6.4222,108.2501,25.9,32.082687
-6.42152,108.2438,22.8,32.09961
-6.42042,108.2423,20,31.982461
-6.41528,108.2402,22,31.537429
-6.41437,108.2339,26.3,31.940568
-6.41399,108.2319,30,31.768056
-6.41425,108.2244,29.8,31.635202
-6.41349,108.2208,33.8,31.365212
-6.41093,108.2149,27.8,30.369669
-6.41473,108.2146,32.1,31.071258
-6.47554,108.2023,204.8,50.314869
-6.47387,108.2108,210.6,50.17648
-6.44589,108.2345,114.9,49.830572
-6.45249,108.2414,80.4,44.821885
-6.44478,108.223,334.1,67.559707
-6.45494,108.2101,140.7,41.165184
-6.48304,108.2259,432,67.752826
-6.47184,108.2417,210,45.716951
-6.48188,108.2426,461.4,73.609848
-6.46422,108.2525,124.9,35.11645
-6.48054,108.2519,359.1,60.917685
-6.47349,108.2554,272,49.507403
-6.48486,108.2405,515.4,81.442921
-6.48349,108.2287,511.5,79.017408
-6.44226,108.2543,43.5,35.575954
-6.46255,108.2136,189,46.872352
-6.45269,108.2511,64.6,38.511981
-6.43332,108.2557,36.5,33.007309
-6.4816,108.1932,189.6,55.189515
-6.45075,108.2149,123.6,42.204763
-6.41403,108.2424,18,30.230327
-6.41437,108.2549,22,30.631334
-6.41087,108.263,16.5,29.169089
-6.42001,108.2712,19.2,30.146411
-6.41232,108.2754,14.7,29.42243
-6.41502,108.2734,17,29.50534
-6.41245,108.2837,13.4,29.365146
-6.48288,108.2127,384.9,69.060466
-6.45435,108.2426,83.9,43.248829
