Lintang,Bujur,Tinggi_Ortometrik,CBA
-7.72811,108.23536,86,153.6222572
-7.72789,108.23466,86,151.5026544
-7.72766,108.23395,86,134.7573174
-7.72744,108.23325,84,132.4074261
-7.72722,108.23254,84,132.8952868
-7.727,108.23184,84,133.1419664
-7.72677,108.23113,84,133.0598112
-7.72655,108.23043,84,132.9811348
-7.72633,108.22972,84,132.8172784
-7.72611,108.22902,110,132.3273246
-7.72588,108.22831,110,131.5807809
-7.72566,108.22761,110,130.8572652
-7.72543,108.2269,110,129.7764884
-7.72521,108.2262,110,128.7285353
-7.72499,108.2255,123,127.4792785
-7.72477,108.22479,122,126.1826797
-7.72454,108.22409,122,124.3729669
-7.72432,108.22338,122,122.7470207
-7.7241,108.22268,122,120.8959544
-7.72388,108.22198,122,118.8855517
-7.72366,108.22127,122,116.7770569
-7.72343,108.22057,140,114.095296
-7.72321,108.21987,140,111.6034742
-7.72299,108.21916,140,109.0103372
-7.72277,108.21846,140,106.1993944
-7.72255,108.21776,140,103.2295667
-7.72232,108.21705,140,99.8365511
-7.7221,108.21635,177,98.8487156
-7.72188,108.21565,177,100.9141009
-7.72166,108.21495,177,103.1118372
-7.72143,108.21424,177,105.2634898
-7.72121,108.21354,177,107.7300883
-7.72099,108.21284,177,110.3292486
-7.72076,108.21214,185,112.741449
-7.72054,108.21143,185,115.7449551
-7.72032,108.21073,185,118.7465288
-7.72009,108.21003,185,121.5887279
-7.71987,108.20933,185,124.8590503
-7.71965,108.20863,185,128.2623409
-7.71942,108.20792,158,131.7108978
-7.7192,108.20722,158,135.3832097
-7.71898,108.20652,158,139.1887053
-7.71876,108.20582,158,143.1274518
-7.71853,108.20511,158,147.0727456
-7.71831,108.20441,158,151.2821425
-7.71809,108.20371,159,155.6231785
-7.71787,108.20301,159,160.0995405
-7.71764,108.20231,159,164.4503794
-7.71742,108.2016,159,169.3461481
-7.7172,108.2009,159,174.2273028
-7.71697,108.2002,159,179.5110837
-7.71675,108.1995,186,183.3176091
-7.71653,108.19879,175,185.870655
-7.7163,108.19809,175,187.2200113
-7.71608,108.19739,175,188.7977403
-7.71585,108.19669,175,189.9495908
-7.71563,108.19598,175,191.457956
-7.71541,108.19528,156,192.7736527
-7.71518,108.19458,156,193.6294968
-7.71496,108.19388,156,194.7249947
-7.71474,108.19317,156,195.8462302
-7.71452,108.19247,156,196.7507088
-7.7143,108.19177,156,197.5600684
-7.71407,108.19106,165,198.0336303
-7.71385,108.19036,165,198.6501674
-7.71363,108.18966,165,199.1716764
-7.71341,108.18896,165,199.5981899
-7.71319,108.18825,165,200.0459665
-7.71297,108.18755,165,200.2819027
-7.71274,108.18685,166,200.0604084
-7.71252,108.18615,166,200.1043541
-7.71229,108.18545,180,199.6714699
-7.71207,108.18475,180,199.5236481
-7.71184,108.18405,180,198.9108745
-7.71162,108.18334,180,198.6826529
-7.7114,108.18264,180,192.8042384
-7.71117,108.18194,180,186.7552804
-7.71095,108.18124,180,181.3179797
-7.71072,108.18054,180,175.7751612
-7.7105,108.17984,180,170.8329664
-7.71027,108.17914,166,165.8117375
-7.71005,108.17843,166,161.4077652
-7.70983,108.17773,166,157.2072677
-7.7096,108.17703,166,152.92899
-7.70938,108.17633,166,149.2236572
-7.70916,108.17562,166,145.8133658
-7.70893,108.17492,171,142.287917
-7.70871,108.17422,171,139.3242638
-7.70849,108.17351,171,136.6609842
-7.70827,108.17281,176,134.1829731
